date_of_fight,idk_column,player1_name,player1_team,player2_name,player2_team,winner
01/02/18,2 Pd 11:45,Michael Chaput,VAN,Chris Wagner,ANA,Voted winner: Michael Chaput (84.8%) - Voted rating: 5.89
01/02/18,2 Pd 19:55,Patrick Maroon,EDM,Derek Forbort,LAK,Voted winner: Patrick Maroon (86%) - Voted rating: 4.23
01/02/18,1 Pd 3:27,Marcus Foligno,MIN,Micheal Haley,FLA,Voted winner: Marcus Foligno (44.4%) - Voted rating: 2.43
01/02/18,3 Pd 5:8,Brandon Manning,PHI,Jamie Oleksiak,PIT,Voted winner: Jamie Oleksiak (98.5%) - Voted rating: 4.21
12/29/17,1 Pd 11:37,Ryan Kesler,ANA,Matthew Tkachuk,CAL,Voted winner: Matthew Tkachuk (43.2%) - Voted rating: 4.83
12/29/17,1 Pd 9:51,Marcus Foligno,MIN,Austin Watson,NSH,Voted winner: Austin Watson (18.6%) - Voted rating: 2.6
12/28/17,1 Pd 5:11,Brooks Orpik,WAS,Sean Kuraly,BOS,Voted winner: Brooks Orpik (36.2%) - Voted rating: 2.62
12/28/17,2 Pd 11:31,Alex Petrovic,FLA,Michael Raffl,PHI,Voted winner: Alex Petrovic (85.7%) - Voted rating: 4.07
12/27/17,1 Pd 10:5,Robert Bortuzzo,STL,Scott Hartnell,NSH,Voted winner: Robert Bortuzzo (95.5%) - Voted rating: 4.52
12/27/17,1 Pd 15:1,Tim Schaller,BOS,Fredrik Claesson,OTT,Voted winner: Tim Schaller (91.4%) - Voted rating: 5.28
12/23/17,2 Pd 8:52,Josh Archibald,ARI,Nathan MacKinnon,COL,Voted winner: Nathan MacKinnon (87.8%) - Voted rating: 4.45
12/23/17,2 Pd 8:52,Zac Rinaldo,ARI,Erik Johnson,COL,Voted winner: Erik Johnson (98.8%) - Voted rating: 6.14
12/23/17,2 Pd 8:52,Zac Rinaldo,ARI,Samuel Girard,COL,Voted winner: Zac Rinaldo (44.1%) - Voted rating: 2.08
12/23/17,1 Pd 19:39,Steven Santini,NJD,John Hayden,CHI,Voted winner: John Hayden (72.5%) - Voted rating: 2.75
12/23/17,2 Pd 2:38,Damon Severson,NJD,Ryan Hartman,CHI,Voted winner: Ryan Hartman (58.1%) - Voted rating: 3.42
12/22/17,1 Pd 16:55,Micheal Haley,FLA,Chris Stewart,MIN,Voted winner: Micheal Haley (57.3%) - Voted rating: 5.97
12/21/17,1 Pd 19:40,Jannik Hansen,SJS,Sam Gagner,VAN,Voted winner: Sam Gagner (28.1%) - Voted rating: 4.53
12/21/17,3 Pd 13:25,J.T. Brown,TBL,Ben Harpur,OTT,Voted winner: Ben Harpur (53.1%) - Voted rating: 4.61
12/21/17,2 Pd 19:31,Evgeni Malkin,PIT,Nick Foligno,CBJ,Voted winner: Nick Foligno (93.3%) - Voted rating: 5.29
12/21/17,1 Pd 15:27,Ryan Reaves,PIT,Lukas Sedlak,CBJ,Voted winner: Ryan Reaves (89.7%) - Voted rating: 4.02
12/19/17,1 Pd 4:48,Zach Bogosian,BUF,Kevan Miller,BOS,Voted winner: Kevan Miller (85.1%) - Voted rating: 5.55
12/19/17,1 Pd 8:17,Leo Komarov,TOR,Justin Williams,CAR,Voted winner: Leo Komarov (20.4%) - Voted rating: 2.04
12/18/17,3 Pd 0:53,Charlie McAvoy,BOS,Pierre-Luc Dubois,CBJ,Voted winner: Charlie McAvoy (70.4%) - Voted rating: 5.08
12/16/17,2 Pd 10:11,Troy Brouwer,CAL,Austin Watson,NSH,Voted winner: Troy Brouwer (85.7%) - Voted rating: 4.49
12/16/17,1 Pd 4:16,Tom Wilson,WAS,Kevin Bieksa,ANA,Voted winner: Tom Wilson (41.2%) - Voted rating: 2.25
12/16/17,2 Pd 2:27,Jason Chimera,NYI,Trevor Lewis,LAK,Voted winner: Trevor Lewis (13.6%) - Voted rating: 2.73
12/14/17,3 Pd 2:48,Brad Richardson,ARI,Brayden Point,TBL,Voted winner: Brayden Point (89.8%) - Voted rating: 4.92
12/14/17,3 Pd 9:21,Nick Cousins,ARI,Chris Kunitz,TBL,Voted winner: Chris Kunitz (30.2%) - Voted rating: 4.04
12/12/17,3 Pd 18:25,Brandon Dubinsky,CBJ,Zack Kassian,EDM,Voted winner: Zack Kassian (93.8%) - Voted rating: 4.34
12/12/17,3 Pd 5:56,Nick Foligno,CBJ,Jujhar Khaira,EDM,Voted winner: Nick Foligno (97.8%) - Voted rating: 6.07
12/11/17,1 Pd 13:26,Luke Witkowski,DET,Micheal Haley,FLA,Voted winner: Micheal Haley (72.2%) - Voted rating: 4.87
12/11/17,2 Pd 6:39,Luke Witkowski,DET,Micheal Haley,FLA,Voted winner: Micheal Haley (59.7%) - Voted rating: 4.81
12/11/17,2 Pd 10:33,Luke Glendening,DET,Aaron Ekblad,FLA,Voted winner: Luke Glendening (74.7%) - Voted rating: 6.22
12/09/17,3 Pd 2:21,Marcus Sorensen,SJS,Ryan Dzingel,OTT,Voted winner: Ryan Dzingel (81.1%) - Voted rating: 3.19
12/09/17,3 Pd 14:51,Dylan DeMelo,SJS,Alexandre Burrows,OTT,Voted winner: Dylan DeMelo (28.1%) - Voted rating: 1.41
12/09/17,2 Pd 7:6,Andrew Shaw,MON,Darnell Nurse,EDM,Voted winner: Darnell Nurse (54.2%) - Voted rating: 4.25
12/09/17,2 Pd 4:3,Jake DeBrusk,BOS,Casey Cizikas,NYI,Voted winner: Casey Cizikas (79.7%) - Voted rating: 3.8
12/06/17,1 Pd 7:15,Corey Perry,ANA,Dion Phaneuf,OTT,Voted winner: Dion Phaneuf (36%) - Voted rating: 1.62
12/05/17,1 Pd 6:14,Kurtis MacDermid,LAK,Chris Stewart,MIN,Voted winner: Chris Stewart (38.3%) - Voted rating: 7.21
12/05/17,2 Pd 2:30,Curtis McKenzie,DAL,Anthony Bitetto,NSH,Voted winner: Curtis McKenzie (80%) - Voted rating: 3.44
12/05/17,2 Pd 2:43,Jamie Oleksiak,DAL,Austin Watson,NSH,Voted winner: Austin Watson (30.5%) - Voted rating: 2.85
12/04/17,3 Pd 2:14,Tom Wilson,WAS,Joe Thornton,SJS,Voted winner: Tom Wilson (74.7%) - Voted rating: 5.11
12/04/17,3 Pd 9:38,Alex Chiasson,WAS,Barclay Goodrow,SJS,Voted winner: Barclay Goodrow (52.7%) - Voted rating: 3.36
12/02/17,1 Pd 11:28,Cody McLeod,NSH,Josh Manson,ANA,Voted winner: Cody McLeod (77.1%) - Voted rating: 6.65
12/02/17,1 Pd 19:25,Brock McGinn,CAR,Jared McCann,FLA,Voted winner: Brock McGinn (93.3%) - Voted rating: 4.4
12/02/17,2 Pd 14:18,Noah Hanifin,CAR,Derek MacKenzie,FLA,Voted winner: Noah Hanifin (75.5%) - Voted rating: 4.68
12/02/17,1 Pd 10:6,Ryan Reaves,PIT,Zach Bogosian,BUF,Voted winner: Ryan Reaves (78.9%) - Voted rating: 3.54
12/02/17,1 Pd 8:29,Wayne Simmonds,PHI,Kevan Miller,BOS,Voted winner: Wayne Simmonds (76%) - Voted rating: 5.37
11/30/17,1 Pd 15:44,Zack Kassian,EDM,Matt Martin,TOR,Voted winner: Matt Martin (47.1%) - Voted rating: 2.11
11/27/17,2 Pd 18:38,Matt Hendricks,WPG,Daniel Winnik,MIN,Voted winner: Matt Hendricks (40%) - Voted rating: 3.02
11/25/17,1 Pd 9:25,Andy Andreoff,LAK,Kevin Bieksa,ANA,Voted winner: Kevin Bieksa (98.5%) - Voted rating: 6.08
11/25/17,1 Pd 1:53,Kurtis MacDermid,LAK,Mike Liambas,ANA,Voted winner: Kurtis MacDermid (99%) - Voted rating: 6.38
11/25/17,1 Pd 4:40,Oscar Fantenberg,LAK,Andrew Cogliano,ANA,Voted winner: Andrew Cogliano (20.4%) - Voted rating: 1.65
11/25/17,1 Pd 11:12,Chris Thorburn,STL,Chris Stewart,MIN,Voted winner: Chris Stewart (47.4%) - Voted rating: 7.35
11/22/17,1 Pd 3:25,Mike Liambas,ANA,Will Carrier,VGK,Voted winner: Mike Liambas (76.9%) - Voted rating: 5.2
11/21/17,2 Pd 6:55,Vladimir Tarasenko,STL,Matt Benning,EDM,Voted winner: Vladimir Tarasenko (72.3%) - Voted rating: 5.07
11/20/17,1 Pd 2:30,Cody McLeod,NSH,Matt Hendricks,WPG,Voted winner: Cody McLeod (98.1%) - Voted rating: 4.7
11/19/17,1 Pd 4:3,Mike Liambas,ANA,Micheal Haley,FLA,Voted winner: Mike Liambas (52%) - Voted rating: 5.08
11/18/17,3 Pd 9:39,Paul Byron,MON,Nikita Zaitsev,TOR,Voted winner: Paul Byron (93.1%) - Voted rating: 5.21
11/18/17,1 Pd 7:58,Greg Pateryn,DAL,Milan Lucic,EDM,Voted winner: Milan Lucic (69.3%) - Voted rating: 3.97
11/18/17,1 Pd 20:0,Jamie Oleksiak,DAL,Patrick Maroon,EDM,Voted winner: Jamie Oleksiak (95.1%) - Voted rating: 5.91
11/16/17,1 Pd 2:34,Zack Kassian,EDM,Chris Thorburn,STL,Voted winner: Chris Thorburn (14.8%) - Voted rating: 1.52
11/16/17,1 Pd 4:44,Vladislav Namestnikov,TBL,Dan Hamhuis,DAL,Voted winner: Vladislav Namestnikov (73.5%) - Voted rating: 4.33
11/16/17,2 Pd 20:0,Tomas Plekanec,MON,Brad Richardson,ARI,Voted winner: Brad Richardson (96.7%) - Voted rating: 4.03
11/16/17,2 Pd 2:40,Nicolas Deslauriers,MON,Zac Rinaldo,ARI,Voted winner: Nicolas Deslauriers (97.7%) - Voted rating: 6.1
11/15/17,3 Pd 14:4,Anthony Mantha,DET,Travis Hamonic,CAL,Voted winner: Anthony Mantha (60.6%) - Voted rating: 5.2
11/15/17,3 Pd 14:4,Luke Witkowski,DET,Brett Kulak,CAL,Voted winner: Luke Witkowski (97.2%) - Voted rating: 5.41
11/14/17,1 Pd 0:24,Andy Andreoff,LAK,Derek Dorsett,VAN,Voted winner: Derek Dorsett (26.2%) - Voted rating: 4.97
11/14/17,2 Pd 12:38,Jamie McGinn,FLA,Antoine Roussel,DAL,Voted winner: Jamie McGinn (97.9%) - Voted rating: 4.21
11/12/17,1 Pd 19:58,Tom Wilson,WAS,Patrick Maroon,EDM,Voted winner: Tom Wilson (26.1%) - Voted rating: 4.6
11/11/17,1 Pd 16:33,Jordie Benn,MON,Josh Gorges,BUF,Voted winner: Jordie Benn (45.8%) - Voted rating: 6.47
11/11/17,2 Pd 14:1,Matt Beleskey,BOS,Matt Martin,TOR,Voted winner: Matt Martin (31%) - Voted rating: 2.35
11/10/17,1 Pd 10:26,Liam O'Brien,WAS,Ryan Reaves,PIT,Voted winner: Ryan Reaves (94.4%) - Voted rating: 4.19
11/10/17,3 Pd 9:9,Jordan Nolan,BUF,Micheal Haley,FLA,Voted winner: Jordan Nolan (88.2%) - Voted rating: 5
11/09/17,3 Pd 8:34,Josh Manson,ANA,Derek Dorsett,VAN,Voted winner: Josh Manson (54.4%) - Voted rating: 3.26
11/09/17,2 Pd 14:57,Troy Brouwer,CAL,Justin Abdelkader,DET,Voted winner: Troy Brouwer (89.7%) - Voted rating: 4.29
11/07/17,2 Pd 17:8,Jared Boll,ANA,Andy Andreoff,LAK,Voted winner: Andy Andreoff (96.4%) - Voted rating: 4.43
11/07/17,2 Pd 12:33,Jake McCabe,BUF,Tom Wilson,WAS,Voted winner: Tom Wilson (57.1%) - Voted rating: 3.11
11/06/17,2 Pd 14:57,Tom Wilson,WAS,Luke Schenn,ARI,Voted winner: Tom Wilson (90.2%) - Voted rating: 3.36
11/06/17,1 Pd 12:50,Matt Beleskey,BOS,Luke Kunin,MIN,Voted winner: Luke Kunin (54.4%) - Voted rating: 4.06
11/05/17,3 Pd 5:5,Scott Mayfield,NYI,Nikita Zadorov,COL,Voted winner: Scott Mayfield (45.6%) - Voted rating: 4.26
11/04/17,1 Pd 6:21,Kurtis MacDermid,LAK,Cody McLeod,NSH,Voted winner: Kurtis MacDermid (97.6%) - Voted rating: 4.92
11/04/17,1 Pd 4:26,Andy Andreoff,LAK,Austin Watson,NSH,Voted winner: Andy Andreoff (26.7%) - Voted rating: 2.33
11/03/17,2 Pd 6:19,Milan Lucic,EDM,Dalton Prout,NJD,Voted winner: Milan Lucic (65.2%) - Voted rating: 6
11/02/17,2 Pd 3:44,Dustin Byfuglien,WPG,Jamie Benn,DAL,Voted winner: Jamie Benn (39.1%) - Voted rating: 5.8
11/02/17,1 Pd 13:33,Brendan Lemieux,WPG,Gemel Smith,DAL,Voted winner: Brendan Lemieux (84%) - Voted rating: 6.79
11/02/17,2 Pd 9:38,Ryan Callahan,TBL,Steve Kampfer,NYR,Voted winner: Ryan Callahan (12.5%) - Voted rating: 1.85
11/02/17,3 Pd 3:1,J.T. Brown,TBL,Steve Kampfer,NYR,Voted winner: J.T. Brown (16.7%) - Voted rating: 1.61
11/01/17,3 Pd 9:23,Joe Pavelski,SJS,Ryan Johansen,NSH,Voted winner: Ryan Johansen (33.3%) - Voted rating: 2.81
11/01/17,1 Pd 13:18,Connor Murphy,CHI,Scott Laughton,PHI,Voted winner: Scott Laughton (60%) - Voted rating: 1.76
10/30/17,2 Pd 5:30,Zack Smith,OTT,Brandon Davidson,MON,Voted winner: Zack Smith (48.1%) - Voted rating: 3.39
10/30/17,2 Pd 16:26,Micheal Haley,FLA,Braydon Coburn,TBL,Voted winner: Braydon Coburn (26.1%) - Voted rating: 1.78
10/30/17,2 Pd 0:40,Josh Anderson,CBJ,Zdeno Chara,BOS,Voted winner: Josh Anderson (43.6%) - Voted rating: 4.8
10/30/17,3 Pd 14:36,Oliver Bjorkstrand,CBJ,Kevan Miller,BOS,Voted winner: Kevan Miller (92.4%) - Voted rating: 3.85
10/28/17,1 Pd 11:24,Aaron Ekblad,FLA,Justin Abdelkader,DET,Voted winner: Justin Abdelkader (13.8%) - Voted rating: 1.5
10/27/17,3 Pd 10:6,Brayden McNabb,VGK,Nathan MacKinnon,COL,Voted winner: Brayden McNabb (73.2%) - Voted rating: 2.63
10/26/17,3 Pd 8:22,Erik Gudbranson,VAN,Tom Wilson,WAS,Voted winner: Erik Gudbranson (83.5%) - Voted rating: 4.33
10/26/17,2 Pd 13:55,Eric Gryba,EDM,Antoine Roussel,DAL,Voted winner: Eric Gryba (95.1%) - Voted rating: 5.23
10/26/17,1 Pd 18:41,Micheal Haley,FLA,Josh Manson,ANA,Voted winner: Micheal Haley (64%) - Voted rating: 5.51
10/26/17,3 Pd 16:9,Chris Kreider,NYR,Jason Demers,ARI,Voted winner: Chris Kreider (65.6%) - Voted rating: 2.19
10/24/17,1 Pd 5:19,Ryan Reaves,PIT,Darnell Nurse,EDM,Voted winner: Ryan Reaves (88%) - Voted rating: 4.55
10/24/17,1 Pd 16:58,Radko Gudas,PHI,Kevin Bieksa,ANA,Voted winner: Kevin Bieksa (98.5%) - Voted rating: 5.67
10/23/17,2 Pd 9:41,Matt Martin,TOR,Christian Folin,LAK,Voted winner: Matt Martin (83.3%) - Voted rating: 3.29
10/19/17,1 Pd 19:18,Kevan Miller,BOS,Derek Dorsett,VAN,Voted winner: Kevan Miller (46.9%) - Voted rating: 5.14
10/19/17,1 Pd 6:13,Tim Schaller,BOS,Erik Gudbranson,VAN,Voted winner: Erik Gudbranson (83.9%) - Voted rating: 4.56
10/17/17,1 Pd 1:26,Antoine Roussel,DAL,Luke Schenn,ARI,Voted winner: Luke Schenn (21.9%) - Voted rating: 2.71
10/17/17,2 Pd 11:8,Mark Borowiecki,OTT,Derek Dorsett,VAN,Voted winner: Mark Borowiecki (58.9%) - Voted rating: 5.21
10/17/17,2 Pd 17:10,Wayne Simmonds,PHI,Micheal Haley,FLA,Voted winner: Wayne Simmonds (51.5%) - Voted rating: 3.75
10/14/17,1 Pd 0:48,Milan Lucic,EDM,Mark Borowiecki,OTT,Voted winner: Milan Lucic (83.9%) - Voted rating: 6.05
10/14/17,2 Pd 3:59,Tyler Seguin,DAL,Patrik Nemeth,COL,Voted winner: Patrik Nemeth (72%) - Voted rating: 3.9
10/13/17,3 Pd 13:37,Erik Haula,VGK,Tomas Tatar,DET,Voted winner: Tomas Tatar (93.1%) - Voted rating: 4.44
10/13/17,1 Pd 16:32,Micheal Ferland,CAL,Mark Borowiecki,OTT,Voted winner: Micheal Ferland (95.2%) - Voted rating: 4.35
10/13/17,3 Pd 2:33,Blake Coleman,NJD,Andre Burakovsky,WAS,Voted winner: Blake Coleman (85.5%) - Voted rating: 4.69
10/13/17,3 Pd 12:31,Blake Coleman,NJD,Tom Wilson,WAS,Voted winner: Tom Wilson (97.9%) - Voted rating: 6.63
10/12/17,3 Pd 3:28,Lawson Crouse,ARI,Nick Jensen,DET,Voted winner: Lawson Crouse (93%) - Voted rating: 4.18
10/12/17,2 Pd 8:3,John Hayden,CHI,Marcus Foligno,MIN,Voted winner: John Hayden (86.7%) - Voted rating: 6.84
10/12/17,2 Pd 3:34,Cody McLeod,NSH,Stephen Johns,DAL,Voted winner: Cody McLeod (98.6%) - Voted rating: 4.96
10/12/17,1 Pd 12:53,Micheal Haley,FLA,Chris Thorburn,STL,Voted winner: Chris Thorburn (18.5%) - Voted rating: 2.57
10/11/17,1 Pd 6:59,Mark Barberio,COL,Matt Beleskey,BOS,Voted winner: Matt Beleskey (60%) - Voted rating: 2.66
10/11/17,2 Pd 12:42,Nikita Zadorov,COL,Adam McQuaid,BOS,Voted winner: Adam McQuaid (89.2%) - Voted rating: 5.45
10/11/17,1 Pd 11:30,Matt Martin,TOR,Stefan Noesen,NJD,Voted winner: Matt Martin (85%) - Voted rating: 3.83
10/09/17,1 Pd 6:10,Corey Perry,ANA,Travis Hamonic,CAL,Voted winner: Travis Hamonic (81.5%) - Voted rating: 3.55
10/09/17,2 Pd 12:7,Nathan Beaulieu,BUF,Miles Wood,NJD,Voted winner: Nathan Beaulieu (83.6%) - Voted rating: 5.16
10/07/17,2 Pd 18:13,Troy Stecher,VAN,Ryan Strome,EDM,Voted winner: Troy Stecher (75.3%) - Voted rating: 4.55
10/07/17,1 Pd 3:5,Lance Bouma,CHI,Zac Dalpe,CBJ,Voted winner: Lance Bouma (82.1%) - Voted rating: 3.48
10/07/17,2 Pd 3:22,Ryan Reaves,PIT,Austin Watson,NSH,Voted winner: Ryan Reaves (96.2%) - Voted rating: 5.73
10/07/17,3 Pd 2:49,Ryan Reaves,PIT,Cody McLeod,NSH,Voted winner: Ryan Reaves (82%) - Voted rating: 5.33
10/07/17,2 Pd 3:11,Micheal Haley,FLA,Jake Dotchin,TBL,Voted winner: Micheal Haley (86.8%) - Voted rating: 2.77
10/06/17,2 Pd 19:32,Matt Calvert,CBJ,Johnny Boychuk,NYI,Voted winner: Johnny Boychuk (83.7%) - Voted rating: 3.59
10/05/17,1 Pd 10:56,Adam McQuaid,BOS,Cody McLeod,NSH,Voted winner: Cody McLeod (36.1%) - Voted rating: 5.22
10/04/17,1 Pd 15:43,Zack Kassian,EDM,Tanner Glass,CAL,Voted winner: Tanner Glass (98.6%) - Voted rating: 5.77
04/06/19,2 Pd 9:11,Radek Faksa,DAL,Nick Seeler,MIN,Voted winner: Radek Faksa (78.2%) - Voted rating: 6.11
04/06/19,3 Pd 9:17,Josh Brown,FLA,Michael McLeod,NJD,Voted winner: Josh Brown (96%) - Voted rating: 5.76
04/02/19,1 Pd 1:52,Luke Schenn,VAN,Micheal Haley,SJS,Voted winner: Micheal Haley (78.3%) - Voted rating: 3.54
04/02/19,1 Pd 5:53,Lawson Crouse,ARI,Kyle Clifford,LAK,Voted winner: Kyle Clifford (86.4%) - Voted rating: 5.91
04/01/19,3 Pd 19:47,Drake Caggiula,CHI,Dustin Byfuglien,WPG,Voted winner: Dustin Byfuglien (92.6%) - Voted rating: 3.94
04/01/19,3 Pd 3:21,Zack Smith,OTT,Cameron Gaunce,TBL,Voted winner: Zack Smith (86.7%) - Voted rating: 5.04
04/01/19,2 Pd 16:43,Miles Wood,NJD,Brendan Lemieux,NYR,Voted winner: Brendan Lemieux (91.4%) - Voted rating: 6.16
04/01/19,2 Pd 17:23,Blake Coleman,NJD,Lias Andersson,NYR,Voted winner: Blake Coleman (24.2%) - Voted rating: 2.76
04/01/19,2 Pd 9:21,Nathan Bastian,NJD,Tony DeAngelo,NYR,Voted winner: Tony DeAngelo (95.7%) - Voted rating: 5.98
03/31/19,2 Pd 14:24,Luke Witkowski,DET,Noel Acciari,BOS,Voted winner: Luke Witkowski (95.7%) - Voted rating: 5.73
03/30/19,2 Pd 3:1,Barclay Goodrow,SJS,Will Carrier,VGK,Voted winner: Barclay Goodrow (53.3%) - Voted rating: 2.7
03/30/19,3 Pd 12:13,Erik Cernak,TBL,Tom Wilson,WAS,Voted winner: Tom Wilson (92.9%) - Voted rating: 6.4
03/30/19,3 Pd 9:26,Anthony Cirelli,TBL,Brooks Orpik,WAS,Voted winner: Brooks Orpik (80.8%) - Voted rating: 4.88
03/26/19,3 Pd 15:43,Zack Kassian,EDM,Kyle Clifford,LAK,Voted winner: Zack Kassian (36.7%) - Voted rating: 3.2
03/26/19,3 Pd 10:7,Kris Russell,EDM,Trevor Lewis,LAK,Voted winner: Kris Russell (33.3%) - Voted rating: 2.3
03/26/19,1 Pd 2:24,Paul Byron,MON,MacKenzie Weegar,FLA,Voted winner: MacKenzie Weegar (96.4%) - Voted rating: 5.38
03/26/19,2 Pd 7:29,Christian Folin,MON,Troy Brouwer,FLA,Voted winner: Troy Brouwer (88%) - Voted rating: 4.52
03/25/19,1 Pd 18:4,Oscar Fantenberg,CAL,Tyler Toffoli,LAK,Voted winner: Oscar Fantenberg (22.2%) - Voted rating: 2.04
03/25/19,1 Pd 7:34,Jordan Greenway,MIN,Brian Boyle,NSH,Voted winner: Brian Boyle (35.9%) - Voted rating: 3.85
03/23/19,2 Pd 15:51,MacKenzie Weegar,FLA,Noel Acciari,BOS,Voted winner: Noel Acciari (96.2%) - Voted rating: 7.27
03/21/19,1 Pd 0:29,Mark Stone,VGK,Blake Wheeler,WPG,Voted winner: Blake Wheeler (88.6%) - Voted rating: 3.29
03/21/19,3 Pd 17:31,Brendan Gallagher,MON,Thomas Hickey,NYI,Voted winner: Brendan Gallagher (34.7%) - Voted rating: 2.78
03/20/19,2 Pd 7:27,Corey Perry,ANA,Joe Morrow,WPG,Voted winner: Corey Perry (33.3%) - Voted rating: 1.73
03/20/19,2 Pd 15:42,Jakub Vrana,WAS,Yanni Gourde,TBL,Voted winner: Yanni Gourde (90.2%) - Voted rating: 4.98
03/19/19,2 Pd 1:46,Garnet Hathaway,CAL,Adam McQuaid,CBJ,Voted winner: Adam McQuaid (86.4%) - Voted rating: 5.44
03/19/19,2 Pd 13:8,Patrick Maroon,STL,Zack Kassian,EDM,Voted winner: Zack Kassian (43.6%) - Voted rating: 6.6
03/19/19,2 Pd 13:30,J.T. Brown,MIN,Matt Calvert,COL,Voted winner: Matt Calvert (66.7%) - Voted rating: 5.47
03/19/19,2 Pd 0:4,Matt Martin,NYI,Zdeno Chara,BOS,Voted winner: Zdeno Chara (96%) - Voted rating: 5.96
03/18/19,3 Pd 2:48,Kyle Clifford,LAK,Nathan Beaulieu,WPG,Voted winner: Kyle Clifford (100%) - Voted rating: 5.53
03/16/19,1 Pd 5:59,Micheal Haley,SJS,Wayne Simmonds,NSH,Voted winner: Micheal Haley (20.4%) - Voted rating: 3.07
03/16/19,2 Pd 1:54,Micheal Ferland,CAR,Casey Nelson,BUF,Voted winner: Micheal Ferland (88.9%) - Voted rating: 2.96
03/16/19,2 Pd 2:25,Kurtis MacDermid,LAK,Josh Brown,FLA,Voted winner: Kurtis MacDermid (100%) - Voted rating: 5.93
03/13/19,1 Pd 3:9,Milan Lucic,EDM,Kurtis Gabriel,NJD,Voted winner: Milan Lucic (48%) - Voted rating: 7.45
03/12/19,2 Pd 2:34,Patrick Maroon,STL,Ilya Lyubushkin,ARI,Voted winner: Patrick Maroon (98.3%) - Voted rating: 6.31
03/12/19,2 Pd 13:21,Artemi Panarin,CBJ,Charlie McAvoy,BOS,Voted winner: Charlie McAvoy (67%) - Voted rating: 6.41
03/11/19,2 Pd 4:31,Jujhar Khaira,EDM,Brendan Lemieux,NYR,Voted winner: Brendan Lemieux (84.5%) - Voted rating: 3.64
03/11/19,3 Pd 1:41,Kyle Brodziak,EDM,Connor Brickley,NYR,Voted winner: Connor Brickley (31.9%) - Voted rating: 4.19
03/08/19,3 Pd 18:55,Josh Brown,FLA,Marcus Foligno,MIN,Voted winner: Marcus Foligno (18.2%) - Voted rating: 1.91
03/07/19,2 Pd 10:17,Garrett Wilson,PIT,Nick Foligno,CBJ,Voted winner: Nick Foligno (49.1%) - Voted rating: 4.49
03/05/19,1 Pd 3:53,David Backes,BOS,Micheal Ferland,CAR,Voted winner: Micheal Ferland (77.9%) - Voted rating: 3.43
03/03/19,2 Pd 7:33,Nick Foligno,CBJ,Dmitry Kulikov,WPG,Voted winner: Nick Foligno (83.3%) - Voted rating: 5.81
03/03/19,3 Pd 1:41,Jordan Eberle,NYI,Travis Konecny,PHI,Voted winner: Jordan Eberle (31.5%) - Voted rating: 5.37
03/02/19,2 Pd 11:40,Kasperi Kapanen,TOR,Evan Rodrigues,BUF,Voted winner: Kasperi Kapanen (52.9%) - Voted rating: 2.15
02/28/19,1 Pd 2:54,David Backes,BOS,Adam Erne,TBL,Voted winner: David Backes (97.2%) - Voted rating: 5.61
02/27/19,2 Pd 1:28,Pavel Buchnevich,NYR,Yanni Gourde,TBL,Voted winner: Pavel Buchnevich (72.5%) - Voted rating: 3.83
02/26/19,3 Pd 3:22,Zdeno Chara,BOS,Evander Kane,SJS,Voted winner: Zdeno Chara (86.7%) - Voted rating: 5.64
02/26/19,2 Pd 17:54,Chris Wagner,BOS,Barclay Goodrow,SJS,Voted winner: Barclay Goodrow (51.2%) - Voted rating: 1.27
02/26/19,3 Pd 3:56,David Backes,BOS,Micheal Haley,SJS,Voted winner: Micheal Haley (91.9%) - Voted rating: 2.94
02/24/19,1 Pd 11:35,John Hayden,CHI,Jason Dickinson,DAL,Voted winner: John Hayden (25.8%) - Voted rating: 2.39
02/24/19,3 Pd 6:23,Matt Niskanen,WAS,Ryan Strome,NYR,Voted winner: Ryan Strome (89.8%) - Voted rating: 4.88
02/23/19,1 Pd 9:52,Brendan Smith,NYR,Kurtis Gabriel,NJD,Voted winner: Brendan Smith (53.1%) - Voted rating: 1.56
02/21/19,2 Pd 11:48,Brett Ritchie,DAL,Colton Parayko,STL,Voted winner: Brett Ritchie (55.1%) - Voted rating: 6.42
02/21/19,1 Pd 17:21,Brian Boyle,NSH,Dion Phaneuf,LAK,Voted winner: Brian Boyle (13.6%) - Voted rating: 2.09
02/21/19,3 Pd 15:24,Tanner Pearson,PIT,Evander Kane,SJS,Voted winner: Evander Kane (81.3%) - Voted rating: 3.88
02/20/19,3 Pd 18:13,Nikita Zadorov,COL,Adam Lowry,WPG,Voted winner: Nikita Zadorov (62.2%) - Voted rating: 3.78
02/19/19,1 Pd 12:51,Andrew Shaw,MON,Scott Harrington,CBJ,Voted winner: Andrew Shaw (68.3%) - Voted rating: 3.85
02/19/19,2 Pd 14:21,Max Domi,MON,Nick Foligno,CBJ,Voted winner: Nick Foligno (86.7%) - Voted rating: 3.31
02/18/19,2 Pd 10:25,Justin Braun,SJS,Chris Wagner,BOS,Voted winner: Chris Wagner (36.7%) - Voted rating: 1.87
02/17/19,1 Pd 0:53,Anthony Mantha,DET,Wayne Simmonds,PHI,Voted winner: Wayne Simmonds (42%) - Voted rating: 4.28
02/16/19,2 Pd 11:10,Barclay Goodrow,SJS,Zack MacEwen,VAN,Voted winner: Zack MacEwen (97.4%) - Voted rating: 5.29
