,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName
22,2019-12-14 N.J at ARI,ARI,58.416666666667,66,50,56.9,42,40,51.22,31,33,48.44,1,2,33.33,2.48,2.24,52.52,33,19,63.46,1,2,33.33,14,8,63.64,0,2,0.00,19,11,63.33,1,0,100.00,26,26,50.0,0,0,-,3.23,93.94,0.972,1,4,1,0,50.00,23,17,26,46.94,8473575,Semyon Varlamov
23,2019-12-17 ARI at S.J,ARI,59.966666666667,40,52,43.48,28,37,43.08,19,28,40.43,3,2,60.0,1.96,2.04,49.0,21,22,48.84,3,2,60.0,8,9,47.06,2,0,100.00,13,13,50.0,1,2,33.33,15,27,35.71,0,0,-,15.79,92.86,1.086,1,3,0,0,100.00,14,13,24,36.84,8473575,Semyon Varlamov
24,2019-12-19 MIN at ARI,ARI,56.7,74,50,59.68,54,41,56.84,39,32,54.93,5,7,41.67,2.84,2.93,49.21,32,25,56.14,4,6,40.0,13,12,52.0,2,4,33.33,19,13,59.38,2,2,50.00,36,24,60.0,1,1,50.00,12.82,78.13,0.909,2,3,0,0,100.00,26,25,14,65.0,8473575,Semyon Varlamov
25,2020-02-25 FLA at ARI,ARI,57.7,62,55,52.99,51,40,56.04,38,26,59.38,1,2,33.33,3.05,1.86,62.08,28,21,57.14,1,1,50.0,17,8,68.0,1,0,100.00,11,13,45.83,0,1,0.00,27,26,50.94,0,1,0.00,2.63,92.31,0.949,0,3,0,0,-,24,18,21,53.33,8473575,Semyon Varlamov
26,2020-03-04 ARI at VAN,ARI,59.95,65,66,49.62,49,55,47.12,40,38,51.28,4,2,66.67,3.69,3.77,49.46,32,41,43.84,2,2,50.0,9,18,33.33,2,1,66.67,23,23,50.0,0,1,0.00,27,24,52.94,1,0,100.00,10.0,94.74,1.047,1,3,0,0,100.00,21,16,21,50.0,8473575,Semyon Varlamov
27,2020-03-06 ARI at CGY,ARI,59.3,62,65,48.82,52,56,48.15,34,34,50.0,2,3,40.0,3.03,3.09,49.47,32,33,49.23,2,3,40.0,9,10,47.37,1,1,50.00,23,23,50.0,1,2,33.33,24,28,46.15,0,0,-,5.88,91.18,0.971,0,4,0,0,-,25,20,20,55.56,8473575,Semyon Varlamov
28,2020-03-09 ARI at WPG,ARI,58.566666666667,54,62,46.55,45,47,48.91,33,33,50.0,2,3,40.0,3.16,3.21,49.59,28,39,41.79,2,3,40.0,15,17,46.88,2,3,40.00,13,22,37.14,0,0,-,23,21,52.27,0,0,-,6.06,90.91,0.97,0,4,1,0,0.00,11,19,31,26.19,8473575,Semyon Varlamov
29,2021-01-14 S.J at ARI,ARI,63.0,68,64,51.52,46,51,47.42,32,35,47.76,2,3,40.0,3.97,3.5,53.14,39,27,59.09,1,3,25.0,19,13,59.38,1,3,25.00,20,14,58.82,0,0,-,27,32,45.76,1,0,100.00,6.25,91.43,0.977,0,5,0,0,-,22,20,20,52.38,8473575,Semyon Varlamov
30,2021-01-18 ARI at VGK,ARI,58.85,56,55,50.45,37,42,46.84,29,27,51.79,2,3,40.0,1.75,3.47,33.55,21,31,40.38,1,3,25.0,4,15,21.05,0,3,0.00,17,16,51.52,1,0,100.00,29,23,55.77,1,0,100.00,6.9,88.89,0.958,1,4,0,0,100.00,32,16,22,59.26,8473575,Semyon Varlamov
31,2021-01-20 ARI at VGK,ARI,60.0,48,52,48.0,34,38,47.22,23,29,44.23,2,5,28.57,3.0,2.64,53.14,28,31,47.46,2,4,33.33,15,11,57.69,1,3,25.00,13,20,39.39,1,1,50.00,16,21,43.24,0,1,0.00,8.7,82.76,0.915,0,3,0,0,-,16,17,21,43.24,8473575,Semyon Varlamov
32,2021-01-22 VGK at ARI,ARI,60.0,55,60,47.83,34,47,41.98,26,31,45.61,5,2,71.43,2.38,2.67,47.11,26,30,46.43,4,2,66.67,8,15,34.78,3,1,75.00,18,15,54.55,1,1,50.00,22,27,44.9,0,0,-,19.23,93.55,1.128,0,3,0,0,-,19,15,15,55.88,8473575,Semyon Varlamov
33,2021-01-24 VGK at ARI,ARI,59.466666666667,41,65,38.68,26,49,34.67,16,27,37.21,0,1,0.0,1.23,2.77,30.79,14,29,32.56,0,1,0.0,6,12,33.33,0,1,0.00,8,17,32.0,0,0,-,23,32,41.82,0,0,-,0.0,96.3,0.963,1,3,0,0,100.00,12,14,18,40.0,8473575,Semyon Varlamov
34,2021-01-26 ANA at ARI,ARI,57.55,63,40,61.17,51,29,63.75,31,24,56.36,0,1,0.0,2.86,1.85,60.76,32,19,62.75,0,1,0.0,16,9,64.0,0,0,-,16,10,61.54,0,1,0.00,28,19,59.57,0,0,-,0.0,95.83,0.958,1,3,0,0,100.00,24,13,16,60.0,8473575,Semyon Varlamov
35,2021-01-28 ANA at ARI,ARI,59.716666666667,71,36,66.36,54,24,69.23,32,16,66.67,3,2,60.0,3.54,1.5,70.19,26,15,63.41,2,2,50.0,12,3,80.0,0,1,0.00,14,12,53.85,2,1,66.67,42,19,68.85,1,0,100.00,9.38,87.5,0.969,1,3,0,0,100.00,27,14,12,69.23,8473575,Semyon Varlamov
36,2021-02-02 ARI at STL,ARI,57.333333333333,48,55,46.6,33,36,47.83,27,29,48.21,2,4,33.33,2.17,2.38,47.72,20,25,44.44,2,4,33.33,11,7,61.11,2,1,66.67,9,18,33.33,0,3,0.00,21,23,47.73,0,0,-,7.41,86.21,0.936,0,4,0,0,-,14,22,19,42.42,8473575,Semyon Varlamov
37,2021-02-06 ARI at STL,ARI,59.866666666667,39,47,45.35,28,39,41.79,19,25,43.18,3,1,75.0,2.39,2.91,45.14,18,20,47.37,3,1,75.0,4,8,33.33,3,1,75.00,14,12,53.85,0,0,-,20,24,45.45,0,0,-,15.79,96.0,1.118,1,3,0,0,100.00,17,16,17,50.0,8473575,Semyon Varlamov
38,2021-02-08 ARI at STL,ARI,63.533333333333,63,69,47.73,39,52,42.86,25,43,36.76,2,3,40.0,2.86,3.64,43.95,27,30,47.37,2,3,40.0,11,13,45.83,2,3,40.00,16,17,48.48,0,0,-,27,33,45.0,0,0,-,8.0,93.02,1.01,0,5,0,0,-,17,15,21,44.74,8473575,Semyon Varlamov
39,2021-02-12 STL at ARI,ARI,58.666666666667,48,48,50.0,31,34,47.69,24,25,48.98,1,2,33.33,1.67,1.83,47.76,16,23,41.03,1,1,50.0,6,8,42.86,1,1,50.00,10,15,40.0,0,0,-,28,21,57.14,0,1,0.00,4.17,92.0,0.962,2,5,0,0,100.00,12,19,16,42.86,8473575,Semyon Varlamov
40,2021-02-15 STL at ARI,ARI,60.0,35,52,40.23,27,37,42.19,19,24,44.19,1,0,100.0,1.43,1.69,45.81,15,23,39.47,1,0,100.0,6,7,46.15,0,0,-,9,16,36.0,1,0,100.00,15,27,35.71,0,0,-,5.26,100.0,1.053,0,3,0,0,-,14,15,18,43.75,8473575,Semyon Varlamov
41,2021-02-18 L.A at ARI,ARI,65.0,37,44,45.68,27,40,40.3,22,29,43.14,2,2,50.0,1.52,2.34,39.41,19,17,52.78,2,2,50.0,6,13,31.58,1,2,33.33,13,4,76.47,1,0,100.00,14,27,34.15,0,0,-,9.09,93.1,1.022,0,4,0,0,-,14,15,17,45.16,8473575,Semyon Varlamov
42,2021-02-20 L.A at ARI,ARI,58.066666666667,58,37,61.05,38,27,58.46,24,22,52.17,2,3,40.0,1.85,1.5,55.17,32,18,64.0,1,3,25.0,9,4,69.23,0,1,0.00,23,14,62.16,1,2,33.33,24,14,63.16,1,0,100.00,8.33,86.36,0.947,2,4,0,1,100.00,13,14,15,46.43,8473575,Semyon Varlamov
43,2021-02-22 ANA at ARI,ARI,60.0,44,55,44.44,33,41,44.59,24,28,46.15,3,3,50.0,2.56,3.42,42.81,23,31,42.59,3,3,50.0,10,10,50.0,2,1,66.67,13,21,38.24,1,2,33.33,19,19,50.0,0,0,-,12.5,89.29,1.018,0,3,0,0,-,25,20,19,56.82,8473575,Semyon Varlamov
44,2021-02-24 ANA at ARI,ARI,43.233333333333,38,50,43.18,28,34,45.16,17,21,44.74,0,3,0.0,2.57,1.99,56.3,22,23,48.89,0,3,0.0,15,10,60.0,0,2,0.00,7,13,35.0,0,1,0.00,14,23,37.84,0,0,-,0.0,85.71,0.857,1,3,0,0,100.00,15,16,17,46.88,8473575,Semyon Varlamov
45,2021-03-06 MIN at ARI,ARI,59.966666666667,59,54,52.21,41,46,47.13,31,34,47.69,5,2,71.43,4.26,3.05,58.27,33,28,54.1,5,2,71.43,13,13,50.0,2,1,66.67,20,15,57.14,3,1,75.00,22,24,47.83,0,0,-,16.13,94.12,1.102,1,3,0,0,100.00,24,20,25,48.98,8473575,Semyon Varlamov
46,2021-03-08 ARI at COL,ARI,42.333333333333,17,40,29.82,10,30,25.0,7,19,26.92,2,2,50.0,0.39,1.32,22.82,5,16,23.81,1,2,33.33,2,6,25.0,0,1,0.00,3,10,23.08,1,1,50.00,9,22,29.03,1,0,100.00,28.57,89.47,1.18,0,3,0,0,-,17,12,9,65.38,8473575,Semyon Varlamov
47,2021-04-17 STL at ARI,ARI,59.966666666667,51,52,49.51,40,28,58.82,29,22,56.86,3,2,60.0,2.63,1.85,58.76,33,30,52.38,2,2,50.0,13,10,56.52,1,1,50.00,20,20,50.0,1,1,50.00,16,20,44.44,1,0,100.00,10.34,90.91,1.013,1,3,0,0,100.00,19,15,19,50.0,8473575,Semyon Varlamov
48,2021-04-19 MIN at ARI,ARI,59.0,55,39,58.51,42,29,59.15,24,23,51.06,2,4,33.33,1.85,2.33,44.34,21,24,46.67,1,4,20.0,7,9,43.75,0,2,0.00,14,15,48.28,1,2,33.33,31,13,70.45,1,0,100.00,8.33,82.61,0.909,0,5,0,0,-,18,21,13,58.06,8473575,Semyon Varlamov
49,2021-04-21 MIN at ARI,ARI,59.533333333333,75,35,68.18,56,30,65.12,40,22,64.52,1,3,25.0,3.15,1.2,72.46,31,13,70.45,1,3,25.0,13,6,68.42,0,3,0.00,18,7,72.0,1,0,100.00,36,19,65.45,0,0,-,2.5,86.36,0.889,0,4,0,0,-,30,17,13,69.77,8473575,Semyon Varlamov
50,2021-04-24 ARI at L.A,ARI,60.0,65,59,52.42,52,36,59.09,40,26,60.61,4,0,100.0,2.86,1.99,59.02,30,26,53.57,3,0,100.0,7,11,38.89,2,0,100.00,23,15,60.53,1,0,100.00,28,27,50.91,1,0,100.00,10.0,100.0,1.1,0,3,0,0,-,20,13,24,45.45,8473575,Semyon Varlamov
51,2021-04-26 ARI at S.J,ARI,22.433333333333,15,17,46.88,11,13,45.83,7,11,38.89,0,4,0.0,0.69,0.67,51.06,7,5,58.33,0,1,0.0,4,2,66.67,0,1,0.00,3,3,50.0,0,0,-,6,9,40.0,0,3,0.00,0.0,63.64,0.636,1,2,0,0,100.00,6,11,3,66.67,8473575,Semyon Varlamov
52,2021-04-28 ARI at S.J,ARI,58.15,53,46,53.54,39,35,52.7,28,30,48.28,1,3,25.0,2.44,3.07,44.29,20,31,39.22,1,3,25.0,9,16,36.0,1,3,25.00,11,15,42.31,0,0,-,28,12,70.0,0,0,-,3.57,90.0,0.936,1,5,0,0,100.00,28,16,12,70.0,8473575,Semyon Varlamov
53,2021-05-01 VGK at ARI,ARI,63.066666666667,48,67,41.74,39,49,44.32,21,34,38.18,2,3,40.0,2.31,2.94,44.03,25,39,39.06,2,2,50.0,8,12,40.0,1,2,33.33,17,27,38.64,1,0,100.00,19,28,40.43,0,1,0.00,9.52,91.18,1.007,0,4,0,0,-,15,16,23,39.47,8473575,Semyon Varlamov
54,2021-05-03 L.A at ARI,ARI,57.883333333333,53,38,58.24,43,37,53.75,30,26,53.57,2,3,40.0,1.72,1.9,47.58,20,18,52.63,2,3,40.0,8,6,57.14,1,1,50.00,12,12,50.0,1,2,33.33,29,17,63.04,0,0,-,6.67,88.46,0.951,0,4,0,0,-,23,18,14,62.16,8473575,Semyon Varlamov
55,2021-05-07 ARI at S.J,ARI,60.0,52,48,52.0,44,37,54.32,34,28,54.84,5,2,71.43,3.5,2.99,53.9,21,29,42.0,4,1,80.0,9,15,37.5,0,0,-,12,14,46.15,4,1,80.00,30,18,62.5,1,1,50.00,14.71,92.86,1.076,0,3,0,0,-,26,22,14,65.0,8473575,Semyon Varlamov
0,2021-03-16 BOS at PIT,BOS,60.0,59,47,55.66,45,39,53.57,33,35,48.53,2,1,66.67,2.59,2.47,51.23,22,23,48.89,1,1,50.0,9,13,40.91,1,1,50.0,13,10,56.52,0,0,-,32,20,61.54,1,0,100.00,6.06,97.14,1.032,0,3,0,0,-,20,13,22,47.62,8473575,Semyon Varlamov
1,2021-03-27 BUF at BOS,BOS,59.65,59,45,56.73,48,36,57.14,35,27,56.45,2,2,50.0,2.45,1.67,59.45,24,18,57.14,2,2,50.0,8,7,53.33,2,2,50.0,16,11,59.26,0,0,-,33,24,57.89,0,0,-,5.71,92.59,0.983,1,4,0,0,100.00,22,11,13,62.86,8473575,Semyon Varlamov
2,2021-04-01 PIT at BOS,BOS,57.733333333333,50,53,48.54,38,38,50.0,25,22,53.19,1,3,25.0,1.21,3.01,28.77,14,28,33.33,1,3,25.0,3,15,16.67,0,3,0.0,11,13,45.83,1,0,100.00,30,23,56.6,0,0,-,4.0,86.36,0.904,0,4,0,0,-,25,16,15,62.5,8473575,Semyon Varlamov
3,2021-04-05 PHI at BOS,BOS,62.916666666667,52,57,47.71,42,45,48.28,29,32,47.54,2,3,40.0,2.18,2.7,44.65,28,28,50.0,2,3,40.0,8,13,38.1,1,2,33.33,20,15,57.14,1,1,50.00,19,26,42.22,0,0,-,6.9,90.63,0.975,1,4,0,0,100.00,28,20,23,54.9,8473575,Semyon Varlamov
4,2021-04-11 WSH at BOS,BOS,59.766666666667,58,52,52.73,49,47,51.04,35,33,51.47,1,8,11.11,2.39,3.15,43.13,19,29,39.58,1,8,11.11,7,11,38.89,1,5,16.67,12,18,40.0,0,3,0.00,35,22,61.4,0,0,-,2.86,75.76,0.786,1,3,0,0,100.00,22,25,18,55.0,8473575,Semyon Varlamov
0,2019-10-02 VAN at EDM,VAN,58.233333333333,66,44,60.0,49,27,64.47,31,22,58.49,2,3,40.0,2.76,1.69,62.07,32,20,61.54,1,3,25.0,12,6,66.67,1,2,33.33,20,14,58.82,0,1,0.00,30,19,61.22,1,0,100.00,6.45,86.36,0.928,0,4,0,0,-,18,15,16,52.94,8473575,Semyon Varlamov
1,2019-10-05 VAN at CGY,VAN,58.633333333333,66,49,57.39,48,43,52.75,32,29,52.46,0,2,0.0,2.47,2.39,50.73,22,21,51.16,0,2,0.0,6,9,40.0,0,1,0.00,16,12,57.14,0,1,0.00,38,22,63.33,0,0,-,0.0,93.1,0.931,0,4,0,0,-,25,16,22,53.19,8473575,Semyon Varlamov
2,2019-10-09 L.A at VAN,VAN,59.966666666667,57,72,44.19,42,55,43.3,24,39,38.1,8,2,80.0,2.39,3.2,42.74,23,31,42.59,5,2,71.43,6,11,35.29,3,1,75.00,17,20,45.95,2,1,66.67,30,36,45.45,3,0,100.00,33.33,94.87,1.282,1,3,0,0,100.00,20,16,28,41.67,8473575,Semyon Varlamov
3,2019-10-12 PHI at VAN,VAN,65.0,55,62,47.01,38,43,46.91,24,32,42.86,2,2,50.0,2.15,2.33,48.0,24,27,47.06,2,2,50.0,9,8,52.94,2,0,100.00,15,19,44.12,0,2,0.00,26,29,47.27,0,0,-,8.33,93.75,1.021,0,4,0,0,-,22,18,21,51.16,8473575,Semyon Varlamov
4,2019-10-20 VAN at NYR,VAN,60.0,79,63,55.63,65,50,56.52,43,40,51.81,3,2,60.0,4.19,3.09,57.6,40,34,54.05,3,2,60.0,20,14,58.82,0,1,0.00,20,20,50.0,3,1,75.00,36,27,57.14,0,0,-,6.98,95.0,1.02,0,3,0,0,-,13,12,18,41.94,8473575,Semyon Varlamov
5,2019-10-22 VAN at DET,VAN,59.983333333333,60,58,50.85,47,45,51.09,41,33,55.41,5,2,71.43,2.66,3.87,40.72,26,36,41.94,3,2,60.0,8,13,38.1,2,1,66.67,18,23,43.9,1,1,50.00,29,21,58.0,1,0,100.00,12.2,93.94,1.061,0,3,0,0,-,18,16,22,45.0,8473575,Semyon Varlamov
6,2019-10-25 WSH at VAN,VAN,64.966666666667,64,58,52.46,47,40,54.02,33,29,53.23,5,5,50.0,3.05,2.27,57.32,30,24,55.56,4,4,50.0,13,8,61.9,2,2,50.00,17,16,51.52,2,2,50.00,29,27,51.79,1,1,50.00,15.15,82.76,0.979,1,4,0,0,100.00,20,25,15,57.14,8473575,Semyon Varlamov
7,2019-10-30 VAN at L.A,VAN,59.516666666667,71,48,59.66,57,31,64.77,49,24,67.12,5,3,62.5,3.12,1.72,64.42,27,21,56.25,4,3,57.14,8,8,50.0,1,1,50.00,19,13,59.38,3,2,60.00,38,22,63.33,1,0,100.00,10.2,87.5,0.977,2,3,0,0,100.00,25,15,26,49.02,8473575,Semyon Varlamov
8,2019-11-01 VAN at ANA,VAN,62.5,67,55,54.92,59,38,60.82,40,29,57.97,1,2,33.33,3.99,2.38,62.6,35,27,56.45,1,2,33.33,18,10,64.29,1,2,33.33,17,17,50.0,0,0,-,30,23,56.6,0,0,-,2.5,93.1,0.956,0,4,0,0,-,24,15,14,63.16,8473575,Semyon Varlamov
9,2019-11-05 STL at VAN,VAN,63.466666666667,58,45,56.31,45,33,57.69,34,27,55.74,1,2,33.33,3.2,2.15,59.85,31,22,58.49,0,2,0.0,13,10,56.52,0,2,0.00,18,12,60.0,0,0,-,25,21,54.35,1,0,100.00,2.94,92.59,0.955,0,4,0,0,-,24,17,11,68.57,8473575,Semyon Varlamov
10,2019-11-07 VAN at CHI,VAN,58.683333333333,52,53,49.52,41,40,50.62,37,35,51.39,2,3,40.0,3.25,2.46,56.89,22,22,50.0,2,2,50.0,13,8,61.9,2,1,66.67,9,14,39.13,0,1,0.00,24,27,47.06,0,1,0.00,5.41,91.43,0.968,0,5,1,0,0.00,15,17,26,36.59,8473575,Semyon Varlamov
11,2019-11-10 N.J at VAN,VAN,57.733333333333,65,52,55.56,44,37,54.32,30,27,52.63,1,2,33.33,2.24,2.42,48.15,22,23,48.89,1,2,33.33,8,13,38.1,0,1,0.00,14,10,58.33,1,1,50.00,36,24,60.0,0,0,-,3.33,92.59,0.959,1,3,0,0,100.00,17,16,16,51.52,8473575,Semyon Varlamov
12,2019-11-14 DAL at VAN,VAN,58.15,57,50,53.27,37,41,47.44,30,29,50.85,2,4,33.33,1.85,3.11,37.29,29,33,46.77,1,4,20.0,11,11,50.0,1,4,20.00,18,22,45.0,0,0,-,22,16,57.89,1,0,100.00,6.67,86.21,0.929,0,3,1,0,0.00,20,20,20,50.0,8473575,Semyon Varlamov
13,2019-11-19 VAN at DAL,VAN,60.0,57,52,52.29,42,38,52.5,33,31,51.56,1,6,14.29,2.45,2.63,48.17,25,33,43.1,1,5,16.67,7,14,33.33,0,4,0.00,18,19,48.65,1,1,50.00,25,17,59.52,0,1,0.00,3.03,80.65,0.837,0,3,0,0,-,26,22,14,65.0,8473575,Semyon Varlamov
14,2019-11-21 VAN at NSH,VAN,60.0,36,86,29.51,29,64,31.18,23,48,32.39,6,3,66.67,2.1,4.99,29.58,21,42,33.33,4,3,57.14,8,15,34.78,2,2,50.00,13,27,32.5,2,1,66.67,12,36,25.0,1,0,100.00,26.09,93.75,1.198,0,3,0,0,-,13,23,37,26.0,8473575,Semyon Varlamov
15,2019-11-23 VAN at WSH,VAN,64.933333333333,63,61,50.81,51,53,49.04,32,33,49.23,1,1,50.0,3.28,2.96,52.59,26,27,49.06,1,0,100.0,11,13,45.83,0,0,-,15,14,51.72,1,0,100.00,33,30,52.38,0,1,0.00,3.13,96.97,1.001,1,4,0,0,100.00,29,8,16,64.44,8473575,Semyon Varlamov
16,2019-11-30 VAN at EDM,VAN,60.0,55,57,49.11,46,41,52.87,38,30,55.88,5,2,71.43,2.9,2.57,53.01,27,29,48.21,5,2,71.43,11,12,47.83,3,1,75.00,16,17,48.48,2,1,66.67,25,23,52.08,0,0,-,13.16,93.33,1.065,0,3,0,0,-,20,22,20,50.0,8473575,Semyon Varlamov
17,2019-12-01 EDM at VAN,VAN,58.216666666667,57,46,55.34,36,37,49.32,30,28,51.72,2,3,40.0,1.68,2.03,45.3,23,27,46.0,2,2,50.0,9,5,64.29,2,0,100.00,14,22,38.89,0,2,0.00,30,19,61.22,0,1,0.00,6.67,89.29,0.96,1,3,0,0,100.00,14,14,19,42.42,8473575,Semyon Varlamov
18,2019-12-10 TOR at VAN,VAN,59.1,61,51,54.46,48,38,55.81,39,25,60.94,1,3,25.0,2.59,2.66,49.32,30,30,50.0,1,2,33.33,8,8,50.0,1,1,50.00,22,22,50.0,0,1,0.00,28,19,59.57,0,1,0.00,2.56,88.0,0.906,0,4,0,0,-,25,13,12,67.57,8473575,Semyon Varlamov
19,2019-12-12 CAR at VAN,VAN,60.666666666667,41,64,39.05,35,51,40.7,26,43,37.68,1,0,100.0,2.2,3.06,41.75,28,32,46.67,1,0,100.0,13,12,52.0,1,0,100.00,15,20,42.86,0,0,-,11,28,28.21,0,0,-,3.85,100.0,1.038,0,4,0,0,-,19,16,25,43.18,8473575,Semyon Varlamov
20,2019-12-14 VAN at S.J,VAN,58.816666666667,67,51,56.78,47,42,52.81,32,25,56.14,1,2,33.33,2.86,1.87,60.39,35,26,57.38,1,1,50.0,14,12,53.85,0,1,0.00,21,14,60.0,1,0,100.00,27,22,55.1,0,1,0.00,3.13,92.0,0.951,0,6,0,0,-,25,17,12,67.57,8473575,Semyon Varlamov
21,2019-12-15 VAN at VGK,VAN,50.816666666667,40,65,38.1,34,49,40.96,23,39,37.1,2,5,28.57,1.8,3.64,33.12,19,37,33.93,2,4,33.33,6,14,30.0,2,2,50.00,13,23,36.11,0,2,0.00,16,24,40.0,0,1,0.00,8.7,87.18,0.959,0,3,0,0,-,18,18,17,51.43,8473575,Semyon Varlamov
22,2019-12-17 MTL at VAN,VAN,56.883333333333,55,56,49.55,43,48,47.25,36,30,54.55,1,3,25.0,2.0,2.52,44.27,20,26,43.48,0,3,0.0,6,7,46.15,0,2,0.00,14,19,42.42,0,1,0.00,28,28,50.0,1,0,100.00,2.78,90.0,0.928,0,3,0,0,-,17,20,16,51.52,8473575,Semyon Varlamov
23,2019-12-19 VGK at VAN,VAN,61.333333333333,52,70,42.62,47,52,47.47,34,43,44.16,5,4,55.56,3.19,4.24,42.93,31,44,41.33,5,3,62.5,11,22,33.33,4,2,66.67,20,22,47.62,1,1,50.00,19,16,54.29,0,1,0.00,14.71,90.7,1.054,2,4,0,0,100.00,16,21,26,38.1,8473575,Semyon Varlamov
24,2019-12-21 PIT at VAN,VAN,60.0,33,68,32.67,23,43,34.85,14,29,32.56,4,1,80.0,1.33,3.27,28.94,10,29,25.64,4,1,80.0,5,12,29.41,2,1,66.67,5,17,22.73,2,0,100.00,18,33,35.29,0,0,-,28.57,96.55,1.251,0,3,0,0,-,12,22,26,31.58,8473575,Semyon Varlamov
25,2019-12-23 EDM at VAN,VAN,59.833333333333,61,52,53.98,41,37,52.56,28,29,49.12,4,2,66.67,3.02,1.7,64.04,37,25,59.68,3,1,75.0,8,5,61.54,2,1,66.67,29,20,59.18,1,0,100.00,22,24,47.83,1,1,50.00,14.29,93.1,1.074,1,3,0,0,100.00,15,17,16,48.39,8473575,Semyon Varlamov
26,2019-12-28 L.A at VAN,VAN,59.883333333333,37,94,28.24,28,63,30.77,25,51,32.89,3,2,60.0,2.16,5.16,29.5,18,42,30.0,3,2,60.0,9,22,29.03,1,2,33.33,9,20,31.03,2,0,100.00,12,43,21.82,0,0,-,12.0,96.08,1.081,1,3,0,0,100.00,14,16,23,37.84,8473575,Semyon Varlamov
27,2020-01-02 CHI at VAN,VAN,59.983333333333,64,60,51.61,52,43,54.74,37,33,52.86,7,5,58.33,4.2,2.43,63.37,33,30,52.38,5,2,71.43,9,13,40.91,2,0,100.00,24,17,58.54,3,2,60.00,25,27,48.08,1,3,25.00,18.92,84.85,1.038,0,3,0,0,-,20,26,15,57.14,8473575,Semyon Varlamov
28,2020-01-04 NYR at VAN,VAN,60.0,50,71,41.32,35,51,40.7,27,37,42.19,2,1,66.67,1.85,3.27,36.12,21,35,37.5,1,1,50.0,4,10,28.57,1,1,50.00,17,25,40.48,0,0,-,26,33,44.07,1,0,100.00,7.41,97.3,1.047,0,3,0,0,-,21,16,27,43.75,8473575,Semyon Varlamov
29,2020-01-07 VAN at T.B,VAN,37.1,31,37,45.59,21,29,42.0,17,21,44.74,2,6,25.0,1.15,1.98,36.75,13,21,38.24,2,5,28.57,3,8,27.27,0,1,0.00,10,13,43.48,2,4,33.33,17,16,51.52,0,1,0.00,11.76,71.43,0.832,2,2,0,1,100.00,13,10,14,48.15,8473575,Semyon Varlamov
30,2020-01-11 VAN at BUF,VAN,59.65,55,49,52.88,49,37,56.98,34,28,54.84,5,3,62.5,3.43,1.74,66.42,23,16,58.97,5,2,71.43,10,4,71.43,4,1,80.00,13,12,52.0,1,1,50.00,30,31,49.18,0,1,0.00,14.71,89.29,1.04,0,4,0,0,-,19,18,20,48.72,8473575,Semyon Varlamov
31,2020-01-12 VAN at MIN,VAN,60.0,50,52,49.02,38,36,51.35,30,24,55.56,4,1,80.0,2.38,3.07,43.66,19,32,37.25,2,1,66.67,8,15,34.78,2,1,66.67,11,17,39.29,0,0,-,29,14,67.44,1,0,100.00,13.33,95.83,1.092,0,3,0,0,-,17,15,20,45.95,8473575,Semyon Varlamov
32,2020-01-14 VAN at WPG,VAN,57.866666666667,73,45,61.86,59,35,62.77,38,24,61.29,0,3,0.0,2.51,1.81,58.02,27,17,61.36,0,3,0.0,10,7,58.82,0,1,0.00,17,10,62.96,0,2,0.00,40,27,59.7,0,0,-,0.0,87.5,0.875,0,6,0,0,-,26,15,21,55.32,8473575,Semyon Varlamov
33,2020-01-16 ARI at VAN,VAN,60.0,53,58,47.75,36,48,42.86,25,35,41.67,3,1,75.0,3.21,2.53,55.92,20,29,40.82,3,1,75.0,12,8,60.0,3,1,75.00,8,21,27.59,0,0,-,32,25,56.14,0,0,-,12.0,97.14,1.091,0,3,0,0,-,15,15,17,46.88,8473575,Semyon Varlamov
34,2020-01-29 VAN at S.J,VAN,59.883333333333,47,66,41.59,36,48,42.86,25,40,38.46,5,2,71.43,2.27,2.74,45.32,17,29,36.96,2,1,66.67,9,10,47.37,1,1,50.00,8,19,29.63,1,0,100.00,24,31,43.64,2,1,66.67,20.0,95.0,1.15,1,3,0,0,100.00,18,18,22,45.0,8473575,Semyon Varlamov
35,2020-02-01 VAN at NYI,VAN,60.7,45,72,38.46,34,46,42.5,24,37,39.34,4,3,57.14,1.73,1.95,47.01,23,25,47.92,4,3,57.14,8,10,44.44,3,3,50.00,15,15,50.0,1,0,100.00,17,43,28.33,0,0,-,16.67,91.89,1.086,0,4,0,0,-,11,16,23,32.35,8473575,Semyon Varlamov
36,2020-02-04 VAN at BOS,VAN,60.0,43,67,39.09,34,53,39.08,25,42,37.31,0,4,0.0,1.21,3.63,24.92,20,32,38.46,0,4,0.0,5,14,26.32,0,3,0.00,15,18,45.45,0,1,0.00,22,32,40.74,0,0,-,0.0,90.48,0.905,0,3,0,0,-,20,12,28,41.67,8473575,Semyon Varlamov
