,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName
9,2019-11-01 DAL at COL,COL,58.383333333333,64,60,51.61,45,40,52.94,37,29,56.06,1,2,33.33,1.93,3.17,37.79,24,35,40.68,1,2,33.33,9,12,42.86,0,2,0.00,15,23,39.47,1,0,100.00,27,18,60.0,0,0,-,2.7,93.1,0.958,0,3,0,0,-,31,15,17,64.58,8473575,Semyon Varlamov
10,2019-11-05 COL at DAL,COL,59.7,62,73,45.93,46,56,45.1,35,38,47.95,1,4,20.0,3.14,4.2,42.74,31,41,43.06,1,4,20.00,9,15,37.5,0,2,0.00,22,26,45.83,1,2,33.33,28,27,50.91,0,0,-,2.86,89.47,0.923,1,3,0,0,100.00,31,10,16,65.96,8473575,Semyon Varlamov
11,2019-11-19 COL at CGY,COL,60.0,53,68,43.8,42,47,47.19,26,33,44.07,3,2,60.0,2.76,2.69,50.65,25,32,43.86,2,2,50.00,11,9,55.0,1,1,50.00,14,23,37.84,1,1,50.00,26,33,44.07,1,0,100.00,11.54,93.94,1.055,0,3,0,0,-,18,14,24,42.86,8473575,Semyon Varlamov
12,2019-11-21 COL at MIN,COL,57.25,47,59,44.34,34,44,43.59,24,31,43.64,2,3,40.0,1.66,3.01,35.56,12,28,30.0,1,3,25.00,7,16,30.43,0,3,0.00,5,12,29.41,1,0,100.00,31,27,53.45,1,0,100.00,8.33,90.32,0.987,0,4,0,0,-,24,14,18,57.14,8473575,Semyon Varlamov
13,2019-11-23 TOR at COL,COL,20.0,16,21,43.24,11,17,39.29,8,15,34.78,1,4,20.0,0.71,1.09,39.23,6,10,37.5,0,4,0.00,3,6,33.33,0,3,0.00,3,4,42.86,0,1,0.00,5,10,33.33,1,0,100.00,12.5,73.33,0.858,0,1,0,0,-,7,8,7,50.0,8473575,Semyon Varlamov
14,2019-11-27 EDM at COL,COL,60.0,82,41,66.67,63,29,68.48,50,20,71.43,4,1,80.0,4.59,1.62,73.86,44,17,72.13,4,1,80.00,18,8,69.23,3,1,75.00,26,9,74.29,1,0,100.00,32,20,61.54,0,0,-,8.0,95.0,1.03,0,3,0,0,-,28,13,7,80.0,8473575,Semyon Varlamov
15,2019-11-30 CHI at COL,COL,60.0,41,57,41.84,35,39,47.3,29,29,50.0,7,3,70.0,2.01,2.76,42.12,26,28,48.15,7,3,70.00,6,9,40.0,3,1,75.00,20,19,51.28,4,2,66.67,14,25,35.9,0,0,-,24.14,89.66,1.138,0,3,0,0,-,12,23,28,30.0,8473575,Semyon Varlamov
16,2019-12-04 COL at TOR,COL,60.0,59,60,49.58,40,49,44.94,30,39,43.48,3,1,75.0,3.03,2.2,57.92,28,24,53.85,2,1,66.67,14,12,53.85,1,1,50.00,14,12,53.85,1,0,100.00,27,29,48.21,1,0,100.00,10.0,97.44,1.074,0,3,0,0,-,17,13,24,41.46,8473575,Semyon Varlamov
17,2019-12-07 COL at BOS,COL,17.416666666667,14,9,60.87,10,5,66.67,7,4,63.64,1,1,50.0,0.56,0.4,58.22,10,6,62.5,1,1,50.00,4,2,66.67,1,1,50.00,6,4,60.0,0,0,-,4,3,57.14,0,0,-,14.29,75.0,0.893,0,1,0,0,-,3,4,2,60.0,8473575,Semyon Varlamov
18,2019-12-16 COL at STL,COL,59.7,54,61,46.96,45,48,48.39,28,34,45.16,2,4,33.33,3.2,3.34,48.91,35,43,44.87,1,4,20.00,10,12,45.45,1,2,33.33,25,31,44.64,0,2,0.00,18,18,50.0,1,0,100.00,7.14,88.24,0.954,0,4,0,0,-,20,13,18,52.63,8473575,Semyon Varlamov
19,2019-12-19 CAR at COL,COL,58.566666666667,55,63,46.61,39,48,44.83,28,39,41.79,1,2,33.33,2.98,2.82,51.44,31,28,52.54,1,1,50.00,12,10,54.55,1,1,50.00,19,18,51.35,0,0,-,19,30,38.78,0,1,0.00,3.57,94.87,0.984,0,4,0,0,-,23,15,25,47.92,8473575,Semyon Varlamov
20,2019-12-21 CHI at COL,COL,58.233333333333,49,60,44.95,35,40,46.67,29,31,48.33,3,4,42.86,2.28,1.82,55.58,23,25,47.92,2,3,40.00,7,5,58.33,1,2,33.33,16,20,44.44,1,1,50.00,23,31,42.59,1,1,50.00,10.34,87.1,0.974,0,4,0,0,-,11,19,18,37.93,8473575,Semyon Varlamov
21,2019-12-28 COL at DAL,COL,65.0,73,71,50.69,51,54,48.57,43,40,51.81,2,2,50.0,3.14,4.0,43.98,33,28,54.1,2,2,50.00,12,13,48.0,1,1,50.00,21,15,58.33,1,1,50.00,33,34,49.25,0,0,-,4.65,95.0,0.997,0,4,0,0,-,23,15,27,46.0,8473575,Semyon Varlamov
22,2019-12-31 WPG at COL,COL,58.983333333333,84,39,68.29,63,30,67.74,43,24,64.18,4,5,44.44,3.53,2.16,61.97,32,23,58.18,2,5,28.57,11,12,47.83,1,4,20.00,21,11,65.63,1,1,50.00,47,16,74.6,2,0,100.00,9.3,79.17,0.885,0,5,0,0,-,26,19,12,68.42,8473575,Semyon Varlamov
23,2020-01-02 STL at COL,COL,60.0,67,48,58.26,59,35,62.77,42,27,60.87,7,3,70.0,3.91,1.73,69.28,31,18,63.27,4,2,66.67,13,10,56.52,2,2,50.00,18,8,69.23,2,0,100.00,35,29,54.69,3,1,75.00,16.67,88.89,1.056,0,3,0,0,-,24,20,20,54.55,8473575,Semyon Varlamov
24,2020-01-04 COL at N.J,COL,60.0,61,48,55.96,48,38,55.81,34,30,53.13,5,2,71.43,2.98,1.76,62.87,33,15,68.75,3,2,60.00,4,6,40.0,1,1,50.00,29,9,76.32,2,1,66.67,24,27,47.06,1,0,100.00,14.71,93.33,1.08,0,3,0,0,-,17,17,20,45.95,8473575,Semyon Varlamov
25,2020-01-07 COL at NYR,COL,58.383333333333,52,46,53.06,40,35,53.33,29,27,51.79,3,4,42.86,2.76,2.75,50.09,22,27,44.9,3,3,50.00,13,14,48.15,3,3,50.00,9,13,40.91,0,0,-,29,17,63.04,0,1,0.00,10.34,85.19,0.955,0,4,1,0,0.00,22,19,15,59.46,8473575,Semyon Varlamov
26,2020-01-14 DAL at COL,COL,61.733333333333,73,56,56.59,50,42,54.35,43,30,58.9,2,3,40.0,2.37,1.7,58.24,31,19,62.0,1,2,33.33,13,8,61.9,1,1,50.00,18,11,62.07,0,1,0.00,37,31,54.41,1,1,50.00,4.65,90.0,0.947,1,4,0,0,100.00,19,18,22,46.34,8473575,Semyon Varlamov
27,2020-01-16 S.J at COL,COL,60.0,60,47,56.07,47,36,56.63,38,27,58.46,4,0,100.0,2.63,1.62,61.85,34,15,69.39,2,0,100.00,11,6,64.71,2,0,100.00,23,9,71.88,0,0,-,24,29,45.28,2,0,100.00,10.53,100.0,1.105,0,3,0,0,-,27,13,18,60.0,8473575,Semyon Varlamov
28,2020-01-18 STL at COL,COL,59.866666666667,40,48,45.45,27,37,42.19,18,24,42.86,5,3,62.5,1.96,1.69,53.76,16,22,42.11,3,3,50.00,6,10,37.5,2,2,50.00,10,12,45.45,1,1,50.00,20,21,48.78,2,0,100.00,27.78,87.5,1.153,1,3,0,0,100.00,12,18,18,40.0,8473575,Semyon Varlamov
