,Unnamed: 0,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName,Team+day,day,TOI_MovingAverage,SA_MovingAverage,FA_MovingAverage,GA_MovingAverage,xGA_MovingAverage,HDCA_MovingAverage,HDGA_MovingAverage,fwkSV%_GoalKeeper,GSAx_GoalKeeper,GSAx/60_GoalKeeper,HDCSV%__GoalKeeper
1446,77,2017-03-05 NYI at CGY,CGY,59.866666666667,64,64,50.0,48,48,50.0,37,35,51.39,5,2,71.43,3.35,2.77,54.72,33,35,48.53,3,2,60.00,13,8,61.9,1,1,50.00,20,27,42.55,2,1,66.67,29,28,50.88,2,0,100.00,13.51,94.29,1.078,2,3,0,0,100.00,22,20,18,55.00,8473541,Jonathan Bernier,CGY + 2017-03-05,2017-03-05,2266.333333333333,1052.0,1457.0,103.0,91.74000000000001,377.0,64.0,0.9293067947838023,2.4287689366083254,0.06430039838057046,0.830238726790451
1447,78,2017-03-09 MTL at CGY,CGY,60.0,70,38,64.81,53,29,64.63,38,24,61.29,5,0,100.00,2.52,1.57,61.6,31,13,70.45,5,0,100.00,8,7,53.33,2,0,100.00,23,6,79.31,3,0,100.00,33,21,61.11,0,0,-,13.16,100.00,1.132,0,3,0,0,-,26,22,17,60.47,8473541,Jonathan Bernier,CGY + 2017-03-09,2017-03-09,2266.2000000000003,1066.0,1474.0,104.0,92.74,379.0,64.0,0.9294436906377205,2.455387873974053,0.06500894556457645,0.8311345646437994
1448,79,2017-03-11 CGY at WPG,CGY,59.95,53,57,48.18,37,42,46.84,28,31,47.46,3,0,100.00,2.89,2.41,54.6,27,22,55.1,3,0,100.00,11,9,55.0,2,0,100.00,16,13,55.17,1,0,100.00,21,28,42.86,0,0,-,10.71,100.00,1.107,1,3,0,0,100.00,24,15,22,52.17,8473541,Jonathan Bernier,CGY + 2017-03-11,2017-03-11,2286.2000000000003,1067.0,1465.0,99.0,91.34,374.0,61.0,0.9324232081911262,2.397165602309509,0.06291222821212954,0.8368983957219251
1449,80,2017-03-13 PIT at CGY,CGY,65.0,61,61,50.0,44,48,47.83,30,35,46.15,3,3,50.00,2.66,2.78,48.86,27,23,54.0,1,3,25.00,8,12,40.0,1,3,25.00,19,11,63.33,0,0,-,30,32,48.39,2,0,100.00,10.0,91.43,1.014,0,4,0,0,-,15,26,26,36.59,8473541,Jonathan Bernier,CGY + 2017-03-13,2017-03-13,2286.316666666667,1071.0,1475.0,97.0,91.68,374.0,59.0,0.9342372881355933,2.4059659277294627,0.06313996559113322,0.8422459893048129
1450,81,2017-03-17 DAL at CGY,CGY,60.0,46,57,44.66,32,40,44.44,24,25,48.98,3,1,75.00,1.94,1.6,54.8,31,18,63.27,2,1,66.67,10,4,71.43,1,0,100.00,21,14,60.00,1,1,50.00,11,36,23.4,1,0,100.00,12.5,96.00,1.085,0,3,0,0,-,14,20,18,43.75,8473541,Jonathan Bernier,CGY + 2017-03-17,2017-03-17,2287.766666666667,1081.0,1484.0,99.0,92.61,380.0,62.0,0.933288409703504,2.4288316116154034,0.06369963284291413,0.8368421052631579
1451,82,2017-03-19 L.A at CGY,CGY,60.0,49,47,51.04,34,34,50.0,24,21,53.33,5,2,71.43,2.36,1.8,56.8,23,18,56.1,4,2,66.67,4,8,33.33,2,1,66.67,19,10,65.52,2,1,66.67,21,24,46.67,0,0,-,20.83,90.48,1.113,0,3,0,0,-,13,20,21,38.24,8473541,Jonathan Bernier,CGY + 2017-03-19,2017-03-19,2307.916666666667,1080.0,1488.0,96.0,91.88,375.0,60.0,0.9354838709677419,2.3886477703556594,0.062098804645462156,0.84
1452,83,2017-03-21 CGY at WSH,CGY,58.333333333333,55,62,47.01,46,52,46.94,30,40,42.86,2,4,33.33,2.05,3.16,39.36,23,27,46.0,2,4,33.33,8,13,38.1,1,3,25.00,15,14,51.72,1,1,50.00,28,34,45.16,0,0,-,6.67,90.00,0.967,0,3,0,0,-,12,18,21,36.36,8473541,Jonathan Bernier,CGY + 2017-03-21,2017-03-21,2308.65,1074.0,1484.0,92.0,90.97999999999999,369.0,57.0,0.9380053908355795,2.364498733025794,0.061451464700819795,0.8455284552845529
1453,84,2017-03-25 CGY at STL,CGY,64.95,55,56,49.55,40,41,49.38,31,31,50.0,3,2,60.00,1.82,2.79,39.45,25,28,47.17,3,2,60.00,8,13,38.1,0,2,0.00,17,15,53.13,3,0,100.00,24,26,48.0,0,0,-,9.68,93.55,1.032,0,4,0,0,-,22,20,19,53.66,8473541,Jonathan Bernier,CGY + 2017-03-25,2017-03-25,2307.95,1086.0,1501.0,92.0,91.08000000000001,366.0,56.0,0.938707528314457,2.3678155939253456,0.06155633165169122,0.8469945355191257
1454,85,2017-03-27 COL at CGY,CGY,59.966666666667,55,45,55.0,41,31,56.94,27,26,50.94,4,2,66.67,3.91,2.4,61.94,25,19,56.82,4,1,80.00,15,8,65.22,2,1,66.67,10,11,47.62,2,0,100.00,22,23,48.89,0,1,0.00,14.81,92.31,1.071,1,3,0,0,100.00,17,21,17,50.00,8473541,Jonathan Bernier,CGY + 2017-03-27,2017-03-27,2313.416666666667,1085.0,1500.0,90.0,91.03,369.0,55.0,0.94,2.360923597853103,0.061232123859163365,0.8509485094850948
1455,86,2017-03-29 L.A at CGY,CGY,60.0,59,58,50.43,37,40,48.05,26,34,43.33,1,4,20.00,2.04,2.85,41.73,23,25,47.92,1,4,20.00,8,13,38.1,1,3,25.00,15,12,55.56,0,1,0.00,30,32,48.39,0,0,-,3.85,88.24,0.921,0,3,0,0,-,32,18,29,52.46,8473541,Jonathan Bernier,CGY + 2017-03-29,2017-03-29,2308.666666666667,1077.0,1489.0,90.0,90.46000000000001,361.0,55.0,0.9395567494963063,2.350967369332948,0.06109935409759321,0.8476454293628809
1456,87,2017-03-31 S.J at CGY,CGY,60.0,54,74,42.19,42,58,42.0,35,38,47.95,5,2,71.43,3.59,3.47,50.84,28,37,43.08,5,2,71.43,12,17,41.38,5,1,83.33,16,20,44.44,0,1,0.00,23,34,40.35,0,0,-,14.29,94.74,1.090,0,3,0,0,-,19,15,32,37.25,8473541,Jonathan Bernier,CGY + 2017-03-31,2017-03-31,2308.666666666667,1087.0,1484.0,93.0,90.98,368.0,58.0,0.9373315363881402,2.3644816632977186,0.06145057744637443,0.842391304347826
1457,88,2017-04-02 ANA at CGY,CGY,59.0,46,51,47.42,34,43,44.16,21,34,38.18,3,4,42.86,1.39,2.87,32.67,12,26,31.58,2,3,40.00,4,7,36.36,1,2,33.33,8,19,29.63,1,1,50.00,29,23,55.77,1,1,50.00,14.29,88.24,1.025,1,3,0,0,100.00,18,20,18,50.00,8473541,Jonathan Bernier,CGY + 2017-04-02,2017-04-02,2309.5499999999997,1092.0,1492.0,93.0,91.35,374.0,59.0,0.9376675603217158,2.3731895823861793,0.06165329823695991,0.8422459893048129
1458,89,2017-04-04 CGY at ANA,CGY,54.683333333333,55,52,51.4,38,45,45.78,24,19,55.81,1,3,25.00,3.02,2.77,52.22,29,23,55.77,1,2,33.33,11,10,52.38,1,2,33.33,18,13,58.06,0,0,-,23,28,45.1,0,1,0.00,4.17,84.21,0.884,0,2,1,0,0.00,20,14,17,54.05,8473541,Jonathan Bernier,CGY + 2017-04-04,2017-04-04,2309.4,1098.0,1497.0,95.0,92.07000000000001,373.0,59.0,0.9365397461589846,2.392049883086516,0.062147307952364665,0.8418230563002681
1459,90,2017-04-08 CGY at S.J,CGY,39.566666666667,31,24,56.36,18,19,48.65,14,17,45.16,1,2,33.33,1.18,1.24,48.81,8,12,40.0,1,2,33.33,2,6,25.0,1,2,33.33,6,6,50.00,0,0,-,15,11,57.69,0,0,-,7.14,88.24,0.954,2,2,0,0,100.00,6,13,11,35.29,8473541,Jonathan Bernier,CGY + 2017-04-08,2017-04-08,2324.216666666666,1096.0,1511.0,94.0,93.09,378.0,59.0,0.9377895433487756,2.403132238101727,0.06203721725001413,0.843915343915344
1460,0,2015-10-09 NYR at CBJ,CBJ,58.883333333333,50,38,56.82,39,30,56.52,31,25,55.36,2,4,33.33,2.11,1.4,60.17,28,21,57.14,2,3,40.00,9,5,64.29,1,2,33.33,19,16,54.29,1,1,50.00,21,16,56.76,0,1,0.00,6.45,84.0,0.905,0,3,0,0,-,18,29,18,50.0,8473541,Jonathan Bernier,CBJ + 2015-10-09,2015-10-09,2303.783333333333,1074.0,1475.0,91.0,91.46,375.0,57.0,0.9383050847457627,2.381994834583692,0.062036949398462625,0.848
1461,1,2015-10-10 CBJ at NYR,CBJ,39.266666666667,48,30,61.54,37,26,58.73,26,22,54.17,0,4,0.0,2.91,2.86,50.40,27,20,57.45,0,4,0.00,13,17,43.33,0,4,0.00,14,3,82.35,0,0,-,18,10,64.29,0,0,-,0.0,81.82,0.818,2,2,0,0,100.00,14,15,9,60.87,8473541,Jonathan Bernier,CBJ + 2015-10-10,2015-10-10,2303.349999999999,1078.0,1478.0,92.0,91.14,371.0,57.0,0.9377537212449256,2.3741072785290998,0.06184315744969112,0.8463611859838275
1462,2,2015-10-12 CBJ at BUF,CBJ,56.416666666667,33,55,37.5,28,44,38.89,21,33,38.89,2,4,33.33,1.83,2.59,41.42,18,22,45.0,2,2,50.00,9,11,45.00,2,2,50.00,9,11,45.0,0,0,-,14,30,31.82,0,2,0.00,9.52,87.88,0.974,1,3,0,1,100.00,9,17,25,26.47,8473541,Jonathan Bernier,CBJ + 2015-10-12,2015-10-12,2282.616666666666,1072.0,1463.0,92.0,91.8,378.0,58.0,0.9371155160628845,2.413020145009018,0.06342773660369654,0.8465608465608465
1463,3,2015-10-14 OTT at CBJ,CBJ,59.083333333333,65,45,59.09,52,37,58.43,41,26,61.19,3,6,33.33,5.13,2.42,67.95,39,24,61.9,3,5,37.50,27,9,75.00,3,2,60.00,12,15,44.44,0,3,0.00,21,18,53.85,0,1,0.00,7.32,76.92,0.842,1,4,0,0,100.00,24,24,21,53.33,8473541,Jonathan Bernier,CBJ + 2015-10-14,2015-10-14,2280.633333333333,1073.0,1463.0,92.0,91.75,377.0,57.0,0.9371155160628845,2.413803183326269,0.063503496543172,0.8488063660477454
1464,4,2015-10-16 TOR at CBJ,CBJ,58.533333333333,49,56,46.67,37,44,45.68,26,33,44.07,3,5,37.5,1.98,2.94,40.25,23,28,45.1,3,3,50.00,7,10,41.18,2,2,50.00,16,18,47.06,1,1,50.00,24,27,47.06,0,2,0.00,11.54,84.85,0.964,0,4,0,0,-,20,25,26,43.48,8473541,Jonathan Bernier,CBJ + 2015-10-16,2015-10-16,2278.2166666666662,1072.0,1457.0,96.0,92.06,377.0,57.0,0.9341111873713109,2.424527956808323,0.06385331102916729,0.8488063660477454
1465,5,2015-10-22 CBJ at MIN,CBJ,58.566666666667,52,47,52.53,42,34,55.26,29,23,55.77,2,3,40.0,2.01,1.71,54.08,23,18,56.1,1,3,25.00,11,9,55.00,1,3,25.00,12,9,57.14,0,0,-,27,23,54.0,1,0,100.00,6.9,86.96,0.939,0,3,0,0,-,31,16,23,57.41,8473541,Jonathan Bernier,CBJ + 2015-10-22,2015-10-22,2318.116666666666,1092.0,1484.0,100.0,93.83,384.0,58.0,0.9326145552560647,2.4286094315068993,0.06285989311312229,0.8489583333333334
1466,6,2015-10-24 CBJ at COL,CBJ,60.0,60,61,49.59,48,50,48.98,36,34,51.43,4,3,57.14,2.22,2.88,43.61,21,25,45.65,3,0,100.00,8,9,47.06,3,0,100.00,13,16,44.83,0,0,-,36,31,53.73,1,3,25.00,11.11,91.18,1.023,0,3,0,0,-,22,19,21,51.16,8473541,Jonathan Bernier,CBJ + 2015-10-24,2015-10-24,2316.683333333333,1088.0,1478.0,101.0,93.44999999999999,382.0,60.0,0.9316644113667117,2.4202703577672104,0.06268281010900612,0.8429319371727748
1467,7,2015-10-27 CBJ at N.J,CBJ,60.0,25,40,38.46,20,35,36.36,14,24,36.84,3,1,75.0,1.15,1.65,41.02,12,12,50.0,3,1,75.00,6,4,60.00,2,1,66.67,6,8,42.86,1,0,100.00,12,25,32.43,0,0,-,21.43,95.83,1.173,0,3,0,0,-,9,17,17,34.62,8473541,Jonathan Bernier,CBJ + 2015-10-27,2015-10-27,2316.683333333333,1108.0,1503.0,103.0,94.85000000000001,383.0,60.0,0.9314703925482368,2.4565290897187797,0.06362187842524593,0.8433420365535248
1468,8,2015-10-30 CBJ at WSH,CBJ,58.4,46,55,45.54,39,42,48.15,28,28,50.0,1,2,33.33,1.98,2.28,46.49,20,28,41.67,1,2,33.33,6,5,54.55,1,0,100.00,14,23,37.84,0,2,0.00,25,23,52.08,0,0,-,3.57,92.86,0.964,1,3,1,0,50.00,20,15,20,50.0,8473541,Jonathan Bernier,CBJ + 2015-10-30,2015-10-30,2316.683333333333,1104.0,1505.0,101.0,93.7,374.0,61.0,0.932890365448505,2.426745131329991,0.06285050087976322,0.8368983957219251
1469,9,2015-10-31 WPG at CBJ,CBJ,20.0,13,19,40.63,8,14,36.36,4,11,26.67,1,3,25.0,0.38,0.99,27.70,3,8,27.27,1,3,25.00,1,2,33.33,1,1,50.00,2,6,25.0,0,2,0.00,9,7,56.25,0,0,-,25.0,72.73,0.977,0,1,0,0,-,5,7,9,35.71,8473541,Jonathan Bernier,CBJ + 2015-10-31,2015-10-31,2315.083333333333,1103.0,1506.0,101.0,92.99,366.0,59.0,0.9329349269588313,2.410021237536446,0.062460505058357915,0.8387978142076503
1470,10,2015-11-03 CBJ at S.J,CBJ,60.0,49,78,38.58,31,61,33.7,24,43,35.82,5,2,71.43,2.11,3.44,37.99,18,35,33.96,3,2,60.00,8,15,34.78,2,2,50.00,10,20,33.33,1,0,100.00,22,36,37.93,1,0,100.00,20.83,95.35,1.162,0,3,0,0,-,21,20,27,43.75,8473541,Jonathan Bernier,CBJ + 2015-11-03,2015-11-03,2275.083333333333,1096.0,1490.0,103.0,92.83000000000001,366.0,59.0,0.9308724832214765,2.4481740595582586,0.06456486293109948,0.8387978142076503
1471,11,2015-11-05 CBJ at L.A,CBJ,59.816666666667,44,62,41.51,34,49,40.96,23,33,41.07,3,2,60.0,3.38,2.88,54.00,19,29,39.58,2,1,66.67,11,8,57.89,1,0,100.00,8,21,27.59,1,1,50.00,20,25,44.44,1,1,50.00,13.04,93.94,1.07,1,3,0,0,100.00,19,18,31,38.0,8473541,Jonathan Bernier,CBJ + 2015-11-05,2015-11-05,2276.05,1126.0,1535.0,101.0,94.97,375.0,59.0,0.9342019543973942,2.5035478130972515,0.06599717439679932,0.8426666666666667
1472,12,2015-11-10 VAN at CBJ,CBJ,58.533333333333,66,45,59.46,49,32,60.49,43,29,59.72,3,4,42.86,4.89,2.03,70.68,37,22,62.71,3,4,42.86,18,8,69.23,2,4,33.33,19,14,57.58,1,0,100.00,24,16,60.0,0,0,-,6.98,86.21,0.932,1,4,0,0,100.00,21,24,16,56.76,8473541,Jonathan Bernier,CBJ + 2015-11-10,2015-11-10,2270.8666666666672,1132.0,1553.0,102.0,96.14,375.0,58.0,0.9343206696716033,2.5401755570560423,0.06711557999443493,0.8453333333333334
1473,13,2015-11-13 CBJ at PIT,CBJ,60.0,52,56,48.15,37,41,47.44,28,29,49.12,2,1,66.67,2.73,2.51,52.10,28,22,56.0,2,1,66.67,15,11,57.69,2,1,66.67,13,11,54.17,0,0,-,19,27,41.3,0,0,-,7.14,96.55,1.037,0,3,0,0,-,21,25,32,39.62,8473541,Jonathan Bernier,CBJ + 2015-11-13,2015-11-13,2278.2,1135.0,1557.0,103.0,96.46,378.0,61.0,0.9338471419396275,2.5404266526204897,0.06690615361128496,0.8386243386243386
1474,14,2015-11-14 ARI at CBJ,CBJ,60.0,29,56,34.12,27,41,39.71,21,29,42.0,5,2,71.43,1.52,2.47,38.06,14,23,37.84,4,2,66.67,7,11,38.89,2,1,66.67,7,12,36.84,2,1,66.67,13,27,32.5,1,0,100.00,23.81,93.1,1.169,0,3,0,0,-,13,20,33,28.26,8473541,Jonathan Bernier,CBJ + 2015-11-14,2015-11-14,2278.416666666667,1136.0,1557.0,100.0,96.47000000000001,379.0,60.0,0.9357739242132306,2.5404484108116017,0.0669003641338778,0.841688654353562
1475,15,2015-11-17 STL at CBJ,CBJ,59.85,64,42,60.38,48,28,63.16,38,20,65.52,3,1,75.0,4.43,1.57,73.85,33,15,68.75,2,0,100.00,18,5,78.26,1,0,100.00,15,10,60.0,1,0,100.00,25,25,50.0,1,1,50.00,7.89,95.0,1.029,1,3,0,0,100.00,23,16,16,58.97,8473541,Jonathan Bernier,CBJ + 2015-11-17,2015-11-17,2273.933333333334,1138.0,1564.0,100.0,97.15,382.0,60.0,0.9360613810741688,2.5633996892315807,0.06763785863872943,0.8429319371727748
1476,16,2015-11-20 NSH at CBJ,CBJ,60.0,32,84,27.59,24,58,29.27,18,39,31.58,4,0,100.0,2.32,4.18,35.64,17,43,28.33,4,0,100.00,6,16,27.27,3,0,100.00,11,27,28.95,1,0,100.00,9,34,20.93,0,0,-,22.22,100.0,1.222,0,3,0,0,-,12,16,27,30.77,8473541,Jonathan Bernier,CBJ + 2015-11-20,2015-11-20,2273.9666666666667,1129.0,1547.0,100.0,96.66,381.0,59.0,0.9353587588881707,2.550433163781351,0.06729473746033264,0.8451443569553806
1477,17,2015-11-22 S.J at CBJ,CBJ,59.816666666667,49,63,43.75,35,42,45.45,31,28,52.54,3,4,42.86,2.95,2.1,58.47,24,23,51.06,3,3,50.00,12,2,85.71,3,1,75.00,12,21,36.36,0,2,0.00,22,34,39.29,0,1,0.00,9.68,85.71,0.954,1,4,0,0,100.00,19,24,26,42.22,8473541,Jonathan Bernier,CBJ + 2015-11-22,2015-11-22,2272.75,1139.0,1565.0,97.0,97.95,383.0,56.0,0.9380191693290735,2.5858541414585856,0.0682658666758399,0.8537859007832899
1478,18,2015-11-25 CBJ at N.J,CBJ,60.0,32,41,43.84,27,38,41.54,25,28,47.17,2,1,66.67,1.78,2.48,41.76,18,24,42.86,2,1,66.67,10,8,55.56,2,1,66.67,8,16,33.33,0,0,-,13,16,44.83,0,0,-,8.0,96.43,1.044,0,3,0,0,-,15,23,16,48.39,8473541,Jonathan Bernier,CBJ + 2015-11-25,2015-11-25,2274.066666666667,1135.0,1564.0,97.0,96.72,375.0,55.0,0.9379795396419437,2.5519040778634454,0.06733058749603062,0.8533333333333334
1479,19,2015-11-27 PIT at CBJ,CBJ,62.683333333333,58,47,55.24,52,34,60.47,43,25,63.24,2,1,66.67,3.47,2.05,62.84,28,14,66.67,2,1,66.67,13,6,68.42,2,1,66.67,15,8,65.22,0,0,-,29,29,50.0,0,0,-,4.65,96.0,1.007,1,4,0,0,100.00,23,24,18,56.1,8473541,Jonathan Bernier,CBJ + 2015-11-27,2015-11-27,2314.066666666667,1154.0,1592.0,97.0,98.33,380.0,55.0,0.9390703517587939,2.5495376105557312,0.06610538012446077,0.8552631578947368
1480,20,2015-11-28 CBJ at STL,CBJ,58.85,42,67,38.53,31,48,39.24,24,31,43.64,1,2,33.33,1.85,3.24,36.30,26,34,43.33,1,2,33.33,8,14,36.36,1,0,100.00,18,20,47.37,0,2,0.00,15,27,35.71,0,0,-,4.17,93.55,0.977,0,4,0,0,-,14,17,21,40.0,8473541,Jonathan Bernier,CBJ + 2015-11-28,2015-11-28,2316.75,1145.0,1581.0,97.0,96.48,371.0,55.0,0.9386464263124604,2.498672709614762,0.06471149782103625,0.8517520215633423
1481,21,2015-12-01 CBJ at MTL,CBJ,59.3,47,54,46.53,31,39,44.29,21,26,44.68,1,2,33.33,1.81,2.11,46.16,17,19,47.22,1,2,33.33,7,7,50.00,1,2,33.33,10,12,45.45,0,0,-,23,27,46.0,0,0,-,4.76,92.31,0.971,0,4,0,0,-,13,19,24,35.14,8473541,Jonathan Bernier,CBJ + 2015-12-01,2015-12-01,2316.116666666667,1157.0,1604.0,97.0,98.14999999999999,374.0,54.0,0.9395261845386533,2.542618031619017,0.06586761543264559,0.8556149732620321
1482,22,2015-12-04 FLA at CBJ,CBJ,65.0,48,55,46.6,34,41,45.33,23,32,41.82,1,1,50.0,2.05,2.12,49.06,22,17,56.41,1,0,100.00,5,5,50.00,1,0,100.00,17,12,58.62,0,0,-,22,29,43.14,0,1,0.00,4.35,96.88,1.012,0,4,0,0,-,29,14,21,58.0,8473541,Jonathan Bernier,CBJ + 2015-12-04,2015-12-04,2314.7,1155.0,1608.0,94.0,97.72999999999999,369.0,53.0,0.9415422885572139,2.533287251047652,0.0656660625838593,0.8563685636856369
1483,23,2015-12-05 CBJ at PHI,CBJ,60.0,64,50,56.14,47,35,57.32,34,28,54.84,4,1,80.0,2.51,1.76,58.81,31,21,59.62,1,1,50.00,9,6,60.00,1,1,50.00,22,15,59.46,0,0,-,29,22,56.86,3,0,100.00,11.76,96.43,1.082,0,3,0,0,-,24,22,16,60.0,8473541,Jonathan Bernier,CBJ + 2015-12-05,2015-12-05,2319.7,1162.0,1613.0,93.0,97.5,363.0,52.0,0.9423434593924365,2.521877829029616,0.06522941317488339,0.8567493112947658
1484,24,2015-12-08 L.A at CBJ,CBJ,54.2,32,69,31.68,24,46,34.29,16,34,32.0,2,1,66.67,2.11,3.12,40.34,16,27,37.21,2,1,66.67,8,11,42.11,0,1,0.00,8,16,33.33,2,0,100.00,12,37,24.49,0,0,-,12.5,97.06,1.096,1,3,0,0,100.00,12,18,25,32.43,8473541,Jonathan Bernier,CBJ + 2015-12-08,2015-12-08,2319.7,1155.0,1599.0,93.0,95.92,356.0,53.0,0.9418386491557224,2.481010475492521,0.06417236217163913,0.851123595505618
1485,25,2016-01-19 WSH at CBJ,CBJ,57.666666666667,63,48,56.76,44,32,57.89,34,27,55.74,3,5,37.5,3.88,1.83,67.93,34,15,69.39,3,4,42.86,16,9,64.00,3,1,75.00,18,6,75.0,0,3,0.00,25,28,47.17,0,1,0.00,8.82,81.48,0.903,0,4,1,0,0.00,19,21,22,46.34,8473541,Jonathan Bernier,CBJ + 2016-01-19,2016-01-19,2312.116666666667,1160.0,1604.0,93.0,96.19999999999999,354.0,53.0,0.9420199501246883,2.4964138199485313,0.06478255676122682,0.8502824858757062
1486,26,2016-01-21 CGY at CBJ,CBJ,31.5,39,31,55.71,29,22,56.86,18,13,58.06,1,2,33.33,1.95,1.1,64.00,15,13,53.57,1,2,33.33,8,3,72.73,1,1,50.00,7,10,41.18,0,1,0.00,23,17,57.5,0,0,-,5.56,84.62,0.902,0,2,0,0,-,11,8,5,68.75,8473541,Jonathan Bernier,CBJ + 2016-01-21,2016-01-21,2306.1833333333343,1150.0,1591.0,96.0,96.09,358.0,54.0,0.9396605908233815,2.4999747056825483,0.0650418725054901,0.8491620111731844
1487,27,2016-03-11 PIT at CBJ,CBJ,58.383333333333,43,63,40.57,32,49,39.51,27,31,46.55,2,3,40.0,2.07,2.95,41.23,15,24,38.46,2,2,50.00,6,9,40.00,2,2,50.00,9,15,37.5,0,0,-,23,33,41.07,0,1,0.00,7.41,90.32,0.977,0,3,0,0,-,28,17,17,62.22,8473541,Jonathan Bernier,CBJ + 2016-03-11,2016-03-11,2277.816666666667,1128.0,1565.0,96.0,94.42,353.0,54.0,0.9386581469648563,2.48711851261076,0.06551322278935774,0.8470254957507082
1488,28,2016-03-13 T.B at CBJ,CBJ,59.9,59,51,53.64,50,40,55.56,36,37,49.32,0,4,0.0,3.52,3.19,52.46,22,25,46.81,0,4,0.00,13,11,54.17,0,3,0.00,9,14,39.13,0,1,0.00,33,23,58.93,0,0,-,0.0,89.19,0.892,1,3,0,0,100.00,24,17,16,60.0,8473541,Jonathan Bernier,CBJ + 2016-03-13,2016-03-13,2276.2,1135.0,1585.0,99.0,95.8,355.0,56.0,0.9375394321766561,2.525261400579914,0.06656518936595855,0.8422535211267606
1489,29,2016-03-17 DET at CBJ,CBJ,59.316666666667,51,46,52.58,34,31,52.31,27,22,55.1,1,3,25.0,3.21,2.24,58.94,30,21,58.82,1,3,25.00,13,9,59.09,1,2,33.33,17,12,58.62,0,1,0.00,16,19,45.71,0,0,-,3.7,86.36,0.901,0,3,0,0,-,24,17,17,58.54,8473541,Jonathan Bernier,CBJ + 2016-03-17,2016-03-17,2276.15,1141.0,1583.0,103.0,96.58,357.0,59.0,0.9349336702463676,2.5458779078707465,0.06711010894371847,0.834733893557423
1490,30,2016-03-19 N.J at CBJ,CBJ,60.0,68,53,56.2,52,39,57.14,34,30,53.13,6,3,66.67,4.56,3.34,57.76,32,29,52.46,5,3,62.50,19,16,54.29,3,3,50.00,13,13,50.0,2,0,100.00,33,20,62.26,1,0,100.00,17.65,90.0,1.076,0,3,0,0,-,33,23,21,61.11,8473541,Jonathan Bernier,CBJ + 2016-03-19,2016-03-19,2270.466666666667,1128.0,1566.0,103.0,96.03999999999999,354.0,58.0,0.934227330779055,2.537980444548844,0.06706939542807526,0.8361581920903954
1491,31,2016-03-22 PHI at CBJ,CBJ,63.283333333333,75,63,54.35,58,47,55.24,48,33,59.26,0,2,0.0,3.98,3.47,53.42,29,22,56.86,0,2,0.00,11,10,52.38,0,2,0.00,18,12,60.0,0,0,-,36,34,51.43,0,0,-,0.0,93.94,0.939,0,7,0,0,-,27,20,26,50.94,8473541,Jonathan Bernier,CBJ + 2016-03-22,2016-03-22,2270.466666666667,1133.0,1565.0,105.0,97.78,366.0,61.0,0.9329073482428115,2.583962181049417,0.06828452191750521,0.8333333333333334
1492,32,2016-03-24 CAR at CBJ,CBJ,58.5,80,43,65.04,61,32,65.59,43,24,64.18,2,3,40.0,6.13,2.65,69.83,45,23,66.18,2,2,50.00,30,13,69.77,2,2,50.00,15,10,60.0,0,0,-,27,16,62.79,0,1,0.00,4.65,87.5,0.922,0,3,0,0,-,28,22,18,60.87,8473541,Jonathan Bernier,CBJ + 2016-03-24,2016-03-24,2273.75,1145.0,1578.0,105.0,99.45,368.0,62.0,0.9334600760456274,2.6242990654205607,0.06925033267739798,0.8315217391304348
1493,33,2016-03-28 CBJ at WSH,CBJ,59.833333333333,47,63,42.73,30,46,39.47,22,39,36.07,1,3,25.0,1.42,2.69,34.51,22,26,45.83,1,3,25.00,6,12,33.33,0,3,0.00,16,14,53.33,1,0,100.00,21,31,40.38,0,0,-,4.55,92.31,0.969,0,4,0,0,-,21,16,23,47.73,8473541,Jonathan Bernier,CBJ + 2016-03-28,2016-03-28,2273.916666666667,1129.0,1558.0,104.0,98.94,368.0,61.0,0.9332477535301669,2.6106497599589544,0.06888510379193194,0.8342391304347826
1494,34,2016-03-31 CBJ at NYI,CBJ,58.383333333333,55,49,52.88,33,37,47.14,23,27,46.0,3,4,42.86,1.77,1.92,47.86,22,17,56.41,2,3,40.00,7,6,53.85,1,3,25.00,15,11,57.69,1,0,100.00,25,28,47.17,0,1,0.00,13.04,85.19,0.982,0,3,0,0,-,20,17,17,54.05,8473541,Jonathan Bernier,CBJ + 2016-03-31,2016-03-31,2268.8,1137.0,1563.0,105.0,98.84,367.0,62.0,0.9328214971209213,2.6138928067700986,0.06912622020724873,0.8310626702997275
