,Shots X coordinates,Shots Y coordinates,Goals X coordinates,Goals Y coordinates
256,63.0,0.0,,
257,32.0,-13.0,,
258,54.0,-12.0,,
259,78.0,-12.0,,
260,83.0,1.0,,
261,57.0,-31.0,,
262,20.0,34.0,,
263,73.0,12.0,,
264,72.0,11.0,,
265,68.0,13.0,,
266,69.0,-6.0,,
267,81.0,-17.0,,
268,64.0,10.0,,
269,49.0,20.0,,
270,77.0,-3.0,,
271,66.0,0.0,,
272,62.0,1.0,,
273,81.0,-6.0,,
274,52.0,-26.0,,
275,55.0,-2.0,,
276,84.0,14.0,,
277,68.0,5.0,,
278,79.0,2.0,,
279,49.0,20.0,,
280,36.0,17.0,,
281,43.0,35.0,,
282,30.0,-31.0,,
283,35.0,-12.0,,
284,16.0,-6.0,,
285,85.0,22.0,,
286,75.0,-14.0,,
287,81.0,10.0,,
288,78.0,-1.0,,
289,50.0,-4.0,,
290,79.0,20.0,,
291,79.0,-18.0,,
292,47.0,14.0,,
293,5.0,-35.0,,
294,81.0,7.0,,
295,86.0,6.0,,
296,69.0,12.0,,
297,67.0,29.0,,
298,69.0,11.0,,
299,37.0,-7.0,,
300,36.0,-17.0,,
301,78.0,32.0,,
302,70.0,-18.0,,
303,51.0,-18.0,,
304,38.0,23.0,,
305,34.0,28.0,,
306,64.0,22.0,,
307,51.0,15.0,,
308,76.0,6.0,,
309,74.0,-15.0,,
310,72.0,-19.0,,
311,65.0,-3.0,,
312,82.0,-7.0,,
313,74.0,-1.0,,
314,42.0,17.0,,
315,74.0,3.0,,
316,81.0,-4.0,,
317,72.0,-25.0,,
318,78.0,-12.0,,
319,77.0,12.0,,
320,79.0,-0.0,,
321,53.0,14.0,,
322,66.0,-18.0,,
323,80.0,-9.0,,
324,84.0,-7.0,,
325,65.0,-20.0,,
326,77.0,-5.0,,
327,83.0,-6.0,,
328,56.0,22.0,,
329,47.0,-30.0,,
330,53.0,-10.0,,
331,82.0,6.0,,
332,22.0,0.0,,
333,39.0,11.0,,
334,85.0,-4.0,,
335,79.0,17.0,,
336,76.0,-7.0,,
337,56.0,-19.0,,
338,82.0,-8.0,,
339,59.0,-23.0,,
340,59.0,-16.0,,
341,37.0,-18.0,,
342,67.0,4.0,,
343,58.0,20.0,,
344,57.0,-14.0,,
345,69.0,11.0,,
346,32.0,-20.0,,
347,85.0,-15.0,,
348,80.0,3.0,,
349,65.0,18.0,,
350,34.0,-19.0,,
351,66.0,-18.0,,
352,83.0,-1.0,,
353,80.0,-12.0,,
354,31.0,18.0,,
355,65.0,-21.0,,
356,64.0,14.0,,
357,69.0,-0.0,,
358,32.0,12.0,,
359,76.0,-0.0,,
360,79.0,1.0,,
361,66.0,-19.0,,
362,73.0,-28.0,,
363,72.0,-18.0,,
364,75.0,4.0,,
365,74.0,26.0,,
366,46.0,1.0,,
367,34.0,1.0,,
368,36.0,28.0,,
369,65.0,1.0,,
370,63.0,-27.0,,
371,44.0,29.0,,
372,72.0,-18.0,,
373,68.0,14.0,,
